Count,FIPS Code,State and area,Year,Month,Population,LaborForce,LaborForce_prct,Employed,Employed_prct,Unemployed,Unemployed_prct
7833,44,Rhode Island,1988,4,767000,520170,67.8,504633,65.8,15537,3
7834,45,South Carolina,1988,4,2526000,1650860,65.4,1571689,62.2,79171,4.8
7835,46,South Dakota,1988,4,518000,357044,68.9,342263,66.1,14781,4.1
7836,47,Tennessee,1988,4,3713000,2335995,62.9,2201565,59.3,134430,5.8
7837,48,Texas,1988,4,12055000,8311114,68.9,7686700,63.8,624414,7.5
7838,49,Utah,1988,4,1094000,756360,69.1,717782,65.6,38578,5.1
7839,50,Vermont,1988,4,420000,299584,71.3,291158,69.3,8426,2.8
7840,51,Virginia,1988,4,4465000,3071576,68.8,2952363,66.1,119213,3.9
7841,53,Washington,1988,4,3461000,2303667,66.6,2155104,62.3,148563,6.4
7842,54,West Virginia,1988,4,1443000,746966,51.8,671050,46.5,75916,10.2
7843,55,Wisconsin,1988,4,3643000,2536654,69.6,2422292,66.5,114362,4.5
7844,56,Wyoming,1988,4,346000,237707,68.7,222536,64.3,15171,6.4
7845,1,Alabama,1988,5,3056000,1869857,61.2,1738884,56.9,130973,7
7846,2,Alaska,1988,5,347000,247706,71.4,225466,65,22240,9
7847,4,Arizona,1988,5,2566000,1654021,64.5,1546882,60.3,107139,6.5
7848,5,Arkansas,1988,5,1784000,1109435,62.2,1024102,57.4,85333,7.7
7849,6,California,1988,5,20924000,14083126,67.3,13334410,63.7,748716,5.3
7850,37,Los Angeles County,1988,5,6424400,4317689,67.2,4096301,63.8,221388,5.1
7851,8,Colorado,1988,5,2445000,1700062,69.5,1586547,64.9,113515,6.7
7852,9,Connecticut,1988,5,2517000,1744031,69.3,1693656,67.3,50375,2.9
7853,10,Delaware,1988,5,499000,346697,69.5,336403,67.4,10294,3
7854,11,District of Columbia,1988,5,467000,332560,71.2,315713,67.6,16847,5.1
7855,12,Florida,1988,5,9632000,6025697,62.6,5721503,59.4,304194,5
7856,13,Georgia,1988,5,4627000,3137178,67.8,2955075,63.9,182103,5.8
7857,15,Hawaii,1988,5,775000,516538,66.7,500363,64.6,16175,3.1
7858,16,Idaho,1988,5,715000,476370,66.6,447024,62.5,29346,6.2
7859,17,Illinois,1988,5,8785000,5807182,66.1,5412010,61.6,395172,6.8
7860,18,Indiana,1988,5,4188000,2786784,66.5,2642423,63.1,144361,5.2
7861,19,Iowa,1988,5,2148000,1486451,69.2,1418679,66,67772,4.6
7862,20,Kansas,1988,5,1845000,1273139,69,1215016,65.9,58123,4.6
7863,21,Kentucky,1988,5,2788000,1706404,61.2,1573799,56.4,132605,7.8
7864,22,Louisiana,1988,5,3172000,1923531,60.6,1710648,53.9,212883,11.1
7865,23,Maine,1988,5,913000,595332,65.2,574057,62.9,21275,3.6
7866,24,Maryland,1988,5,3505000,2461765,70.2,2355096,67.2,106669,4.3
7867,25,Massachusetts,1988,5,4611000,3135481,68,3035301,65.8,100180,3.2
7868,26,Michigan,1988,5,6966000,4536945,65.1,4195865,60.2,341080,7.5
7869,27,Minnesota,1988,5,3237000,2301552,71.1,2202900,68.1,98652,4.3
7870,28,Mississippi,1988,5,1885000,1139551,60.5,1046961,55.5,92590,8.1
7871,29,Missouri,1988,5,3895000,2581231,66.3,2432954,62.5,148277,5.7
7872,30,Montana,1988,5,596000,404246,67.8,376261,63.1,27985,6.9
7873,31,Nebraska,1988,5,1189000,812811,68.4,782920,65.8,29891,3.7
7874,32,Nevada,1988,5,795000,578536,72.8,547721,68.9,30815,5.3
7875,33,New Hampshire,1988,5,821000,597483,72.8,583723,71.1,13760,2.3
7876,34,New Jersey,1988,5,6031000,3968195,65.8,3818867,63.3,149328,3.8
7877,35,New Mexico,1988,5,1082000,684929,63.3,632373,58.4,52556,7.7
7878,36,New York,1988,5,13802000,8505117,61.6,8163322,59.1,341795,4
7879,51000,New York city,1988,5,5834200,3227770,55.3,3077271,52.7,150499,4.7
7880,37,North Carolina,1988,5,4868000,3301861,67.8,3185849,65.4,116012,3.5
7881,38,North Dakota,1988,5,482000,330759,68.6,315306,65.4,15453,4.7
7882,39,Ohio,1988,5,8227000,5307022,64.5,4982223,60.6,324799,6.1
7883,40,Oklahoma,1988,5,2386000,1524506,63.9,1426761,59.8,97745,6.4
7884,41,Oregon,1988,5,2117000,1424334,67.3,1340282,63.3,84052,5.9
7885,42,Pennsylvania,1988,5,9339000,5745073,61.5,5452778,58.4,292295,5.1
7886,44,Rhode Island,1988,5,767000,520766,67.9,505360,65.9,15406,3
7887,45,South Carolina,1988,5,2529000,1653508,65.4,1574957,62.3,78551,4.8
7888,46,South Dakota,1988,5,518000,357058,68.9,342488,66.1,14570,4.1
7889,47,Tennessee,1988,5,3717000,2336149,62.9,2201047,59.2,135102,5.8
7890,48,Texas,1988,5,12059000,8314445,68.9,7698019,63.8,616426,7.4
7891,49,Utah,1988,5,1095000,757584,69.2,719534,65.7,38050,5
7892,50,Vermont,1988,5,421000,300141,71.3,291695,69.3,8446,2.8
7893,51,Virginia,1988,5,4473000,3076240,68.8,2955428,66.1,120812,3.9
7894,53,Washington,1988,5,3468000,2309146,66.6,2161037,62.3,148109,6.4
7895,54,West Virginia,1988,5,1442000,746795,51.8,671622,46.6,75173,10.1
7896,55,Wisconsin,1988,5,3646000,2544076,69.8,2431931,66.7,112145,4.4
7897,56,Wyoming,1988,5,346000,237837,68.7,222753,64.4,15084,6.3
7898,1,Alabama,1988,6,3057000,1872410,61.2,1740456,56.9,131954,7
7899,2,Alaska,1988,6,347000,247954,71.5,225850,65.1,22104,8.9
7900,4,Arizona,1988,6,2571000,1658497,64.5,1551235,60.3,107262,6.5
7901,5,Arkansas,1988,6,1785000,1110097,62.2,1025117,57.4,84980,7.7
7902,6,California,1988,6,20961000,14121334,67.4,13370143,63.8,751191,5.3
7903,37,Los Angeles County,1988,6,6430100,4321337,67.2,4100133,63.8,221204,5.1
7904,8,Colorado,1988,6,2445000,1699374,69.5,1587186,64.9,112188,6.6
7905,9,Connecticut,1988,6,2518000,1745674,69.3,1693918,67.3,51756,3
7906,10,Delaware,1988,6,5.00E+05,348386,69.7,337876,67.6,10510,3
7907,11,District of Columbia,1988,6,467000,332285,71.2,315780,67.6,16505,5
7908,12,Florida,1988,6,9651000,6036287,62.5,5731943,59.4,304344,5
7909,13,Georgia,1988,6,4633000,3141577,67.8,2961181,63.9,180396,5.7
7910,15,Hawaii,1988,6,776000,516864,66.6,500768,64.5,16096,3.1
7911,16,Idaho,1988,6,716000,478063,66.8,449162,62.7,28901,6
7912,17,Illinois,1988,6,8789000,5818407,66.2,5427535,61.8,390872,6.7
7913,18,Indiana,1988,6,4190000,2795543,66.7,2649546,63.2,145997,5.2
7914,19,Iowa,1988,6,2149000,1491470,69.4,1423776,66.3,67694,4.5
7915,20,Kansas,1988,6,1846000,1273769,69,1215720,65.9,58049,4.6
7916,21,Kentucky,1988,6,2789000,1710187,61.3,1578180,56.6,132007,7.7
7917,22,Louisiana,1988,6,3169000,1921247,60.6,1710651,54,210596,11
7918,23,Maine,1988,6,915000,597172,65.3,575387,62.9,21785,3.6
7919,24,Maryland,1988,6,3511000,2466861,70.3,2360274,67.2,106587,4.3
7920,25,Massachusetts,1988,6,4613000,3138041,68,3037261,65.8,100780,3.2
7921,26,Michigan,1988,6,6968000,4541028,65.2,4206260,60.4,334768,7.4
7922,27,Minnesota,1988,6,3241000,2306060,71.2,2206413,68.1,99647,4.3
7923,28,Mississippi,1988,6,1885000,1140286,60.5,1046715,55.5,93571,8.2
7924,29,Missouri,1988,6,3898000,2584787,66.3,2433353,62.4,151434,5.9
7925,30,Montana,1988,6,596000,404352,67.8,376774,63.2,27578,6.8
7926,31,Nebraska,1988,6,1189000,813292,68.4,783795,65.9,29497,3.6
7927,32,Nevada,1988,6,798000,581245,72.8,550557,69,30688,5.3
7928,33,New Hampshire,1988,6,822000,599000,72.9,584796,71.1,14204,2.4
7929,34,New Jersey,1988,6,6034000,3969135,65.8,3819320,63.3,149815,3.8
7930,35,New Mexico,1988,6,1083000,685358,63.3,633669,58.5,51689,7.5
7931,36,New York,1988,6,13806000,8520534,61.7,8170127,59.2,350407,4.1
7932,51000,New York city,1988,6,5834100,3233698,55.4,3076998,52.7,156700,4.8
7933,37,North Carolina,1988,6,4873000,3306933,67.9,3192655,65.5,114278,3.5
7934,38,North Dakota,1988,6,482000,330794,68.6,315302,65.4,15492,4.7
7935,39,Ohio,1988,6,8233000,5311600,64.5,4992026,60.6,319574,6
7936,40,Oklahoma,1988,6,2384000,1523082,63.9,1425261,59.8,97821,6.4
7937,41,Oregon,1988,6,2121000,1426923,67.3,1343062,63.3,83861,5.9
7938,42,Pennsylvania,1988,6,9342000,5754821,61.6,5463768,58.5,291053,5.1
7939,44,Rhode Island,1988,6,768000,521433,67.9,505935,65.9,15498,3
7940,45,South Carolina,1988,6,2532000,1656191,65.4,1578169,62.3,78022,4.7
7941,46,South Dakota,1988,6,519000,357111,68.8,342689,66,14422,4
7942,47,Tennessee,1988,6,3720000,2338301,62.9,2202047,59.2,136254,5.8
7943,48,Texas,1988,6,12063000,8321207,69,7711522,63.9,609685,7.3
7944,49,Utah,1988,6,1096000,759286,69.3,721615,65.8,37671,5
7945,50,Vermont,1988,6,422000,300776,71.3,292162,69.2,8614,2.9
7946,51,Virginia,1988,6,4480000,3081230,68.8,2958624,66,122606,4
7947,53,Washington,1988,6,3474000,2316681,66.7,2168737,62.4,147944,6.4
7948,54,West Virginia,1988,6,1441000,746754,51.8,672445,46.7,74309,10
7949,55,Wisconsin,1988,6,3649000,2551847,69.9,2441301,66.9,110546,4.3
7950,56,Wyoming,1988,6,345000,237969,69,222881,64.6,15088,6.3
7951,1,Alabama,1988,7,3059000,1875827,61.3,1742204,57,133623,7.1
7952,2,Alaska,1988,7,347000,248425,71.6,226462,65.3,21963,8.8
7953,4,Arizona,1988,7,2576000,1664176,64.6,1556895,60.4,107281,6.4
7954,5,Arkansas,1988,7,1785000,1110900,62.2,1026348,57.5,84552,7.6
7955,6,California,1988,7,20999000,14159613,67.4,13406558,63.8,753055,5.3
7956,37,Los Angeles County,1988,7,6435700,4326346,67.2,4104473,63.8,221873,5.1
7957,8,Colorado,1988,7,2446000,1698386,69.4,1587729,64.9,110657,6.5
7958,9,Connecticut,1988,7,2519000,1747350,69.4,1694437,67.3,52913,3
7959,10,Delaware,1988,7,501000,349974,69.9,339104,67.7,10870,3.1
7960,11,District of Columbia,1988,7,466000,331552,71.1,315350,67.7,16202,4.9
7961,12,Florida,1988,7,9670000,6050327,62.6,5744565,59.4,305762,5.1
7962,13,Georgia,1988,7,4640000,3146110,67.8,2967420,64,178690,5.7
7963,15,Hawaii,1988,7,777000,517355,66.6,501229,64.5,16126,3.1
7964,16,Idaho,1988,7,716000,479808,67,451307,63,28501,5.9
7965,17,Illinois,1988,7,8793000,5835653,66.4,5448491,62,387162,6.6
7966,18,Indiana,1988,7,4193000,2806139,66.9,2658163,63.4,147976,5.3
7967,19,Iowa,1988,7,2150000,1495922,69.6,1428534,66.4,67388,4.5
7968,20,Kansas,1988,7,1847000,1275092,69,1217115,65.9,57977,4.5
7969,21,Kentucky,1988,7,2790000,1714294,61.4,1582980,56.7,131314,7.7
7970,22,Louisiana,1988,7,3167000,1919061,60.6,1711120,54,207941,10.8
7971,23,Maine,1988,7,916000,599303,65.4,576976,63,22327,3.7
7972,24,Maryland,1988,7,3516000,2472195,70.3,2365696,67.3,106499,4.3
7973,25,Massachusetts,1988,7,4615000,3141178,68.1,3039485,65.9,101693,3.2
7974,26,Michigan,1988,7,6971000,4548271,65.2,4216900,60.5,331371,7.3
7975,27,Minnesota,1988,7,3245000,2310012,71.2,2209998,68.1,100014,4.3
7976,28,Mississippi,1988,7,1886000,1142284,60.6,1046987,55.5,95297,8.3
7977,29,Missouri,1988,7,3900000,2587303,66.3,2434437,62.4,152866,5.9
7978,30,Montana,1988,7,596000,404554,67.9,377539,63.3,27015,6.7
7979,31,Nebraska,1988,7,1190000,813809,68.4,784699,65.9,29110,3.6
7980,32,Nevada,1988,7,801000,583965,72.9,553496,69.1,30469,5.2
7981,33,New Hampshire,1988,7,824000,600625,72.9,585932,71.1,14693,2.4
7982,34,New Jersey,1988,7,6036000,3970604,65.8,3819959,63.3,150645,3.8
7983,35,New Mexico,1988,7,1084000,685881,63.3,635087,58.6,50794,7.4
7984,36,New York,1988,7,13809000,8540340,61.8,8179165,59.2,361175,4.2
7985,51000,New York city,1988,7,5834000,3241712,55.6,3077847,52.8,163865,5.1
7986,37,North Carolina,1988,7,4879000,3314702,67.9,3200153,65.6,114549,3.5
7987,38,North Dakota,1988,7,482000,330891,68.6,315348,65.4,15543,4.7
7988,39,Ohio,1988,7,8239000,5317450,64.5,5001330,60.7,316120,5.9
7989,40,Oklahoma,1988,7,2383000,1522954,63.9,1424768,59.8,98186,6.4
7990,41,Oregon,1988,7,2124000,1429798,67.3,1346545,63.4,83253,5.8
7991,42,Pennsylvania,1988,7,9346000,5766095,61.7,5475643,58.6,290452,5
7992,44,Rhode Island,1988,7,768000,522074,68,506300,65.9,15774,3
7993,45,South Carolina,1988,7,2535000,1658628,65.4,1581294,62.4,77334,4.7
7994,46,South Dakota,1988,7,519000,357242,68.8,342867,66.1,14375,4
7995,47,Tennessee,1988,7,3723000,2341969,62.9,2204389,59.2,137580,5.9
7996,48,Texas,1988,7,12067000,8330911,69,7726706,64,604205,7.3
7997,49,Utah,1988,7,1097000,761231,69.4,723874,66,37357,4.9
7998,50,Vermont,1988,7,423000,301394,71.3,292506,69.2,8888,2.9
7999,51,Virginia,1988,7,4487000,3086252,68.8,2962029,66,124223,4
8000,53,Washington,1988,7,3481000,2325710,66.8,2178218,62.6,147492,6.3
8001,54,West Virginia,1988,7,1440000,746889,51.9,673546,46.8,73343,9.8
8002,55,Wisconsin,1988,7,3652000,2559525,70.1,2450309,67.1,109216,4.3
8003,56,Wyoming,1988,7,345000,238087,69,222924,64.6,15163,6.4
8004,1,Alabama,1988,8,3060000,1880127,61.4,1744160,57,135967,7.2
8005,2,Alaska,1988,8,347000,249041,71.8,227265,65.5,21776,8.7
8006,4,Arizona,1988,8,2580000,1671095,64.8,1563678,60.6,107417,6.4
8007,5,Arkansas,1988,8,1786000,1111945,62.3,1027967,57.6,83978,7.6
8008,6,California,1988,8,21039000,14197171,67.5,13443131,63.9,754040,5.3
8009,37,Los Angeles County,1988,8,6445700,4332785,67.2,4109416,63.8,223369,5.2
8010,8,Colorado,1988,8,2447000,1696657,69.3,1587964,64.9,108693,6.4
8011,9,Connecticut,1988,8,2519000,1748587,69.4,1695009,67.3,53578,3.1
8012,10,Delaware,1988,8,502000,351328,70,340080,67.7,11248,3.2
8013,11,District of Columbia,1988,8,465000,330457,71.1,314488,67.6,15969,4.8
8014,12,Florida,1988,8,9689000,6067411,62.6,5758678,59.4,308733,5.1
8015,13,Georgia,1988,8,4645000,3150936,67.8,2973618,64,177318,5.6
8016,15,Hawaii,1988,8,778000,517892,66.6,501614,64.5,16278,3.1
8017,16,Idaho,1988,8,717000,481552,67.2,453432,63.2,28120,5.8
8018,17,Illinois,1988,8,8796000,5857983,66.6,5473537,62.2,384446,6.6
8019,18,Indiana,1988,8,4195000,2817870,67.2,2667865,63.6,150005,5.3
8020,19,Iowa,1988,8,2150000,1499684,69.8,1432817,66.6,66867,4.5
8021,20,Kansas,1988,8,1848000,1276918,69.1,1218980,66,57938,4.5
8022,21,Kentucky,1988,8,2791000,1718259,61.6,1587906,56.9,130353,7.6
8023,22,Louisiana,1988,8,3166000,1917028,60.6,1711938,54.1,205090,10.7
8024,23,Maine,1988,8,917000,601405,65.6,578693,63.1,22712,3.8
8025,24,Maryland,1988,8,3520000,2477282,70.4,2371258,67.4,106024,4.3
8026,25,Massachusetts,1988,8,4615000,3145041,68.1,3041985,65.9,103056,3.3
8027,26,Michigan,1988,8,6972000,4558014,65.4,4227535,60.6,330479,7.3
8028,27,Minnesota,1988,8,3247000,2313683,71.3,2213642,68.2,100041,4.3
8029,28,Mississippi,1988,8,1887000,1145334,60.7,1047918,55.5,97416,8.5
8030,29,Missouri,1988,8,3901000,2589313,66.4,2436132,62.4,153181,5.9
8031,30,Montana,1988,8,596000,404819,67.9,378480,63.5,26339,6.5
8032,31,Nebraska,1988,8,1190000,814293,68.4,785635,66,28658,3.5
8033,32,Nevada,1988,8,804000,586472,72.9,556362,69.2,30110,5.1
8034,33,New Hampshire,1988,8,825000,602284,73,587140,71.2,15144,2.5
8035,34,New Jersey,1988,8,6036000,3972802,65.8,3821033,63.3,151769,3.8
8036,35,New Mexico,1988,8,1085000,686506,63.3,636573,58.7,49933,7.3
8037,36,New York,1988,8,13809000,8561839,62,8189447,59.3,372392,4.3
8038,51000,New York city,1988,8,5834900,3251244,55.7,3080069,52.8,171175,5.3
8039,37,North Carolina,1988,8,4884000,3324416,68.1,3208084,65.7,116332,3.5
8040,38,North Dakota,1988,8,482000,330986,68.7,315432,65.4,15554,4.7
8041,39,Ohio,1988,8,8241000,5324762,64.6,5009895,60.8,314867,5.9
8042,40,Oklahoma,1988,8,2383000,1523688,63.9,1425344,59.8,98344,6.5
8043,41,Oregon,1988,8,2127000,1433322,67.4,1351057,63.5,82265,5.7
8044,42,Pennsylvania,1988,8,9348000,5776958,61.8,5487474,58.7,289484,5
8045,44,Rhode Island,1988,8,768000,522626,68.1,506488,65.9,16138,3.1
8046,45,South Carolina,1988,8,2538000,1660837,65.4,1584445,62.4,76392,4.6
8047,46,South Dakota,1988,8,519000,357453,68.9,343047,66.1,14406,4
8048,47,Tennessee,1988,8,3726000,2346809,63,2207827,59.3,138982,5.9
8049,48,Texas,1988,8,12080000,8343121,69.1,7742732,64.1,600389,7.2
8050,49,Utah,1988,8,1098000,763251,69.5,726221,66.1,37030,4.9
8051,50,Vermont,1988,8,424000,301939,71.2,292745,69,9194,3
8052,51,Virginia,1988,8,4492000,3090841,68.8,2965575,66,125266,4.1
8053,53,Washington,1988,8,3487000,2335533,67,2189093,62.8,146440,6.3
8054,54,West Virginia,1988,8,1439000,747305,51.9,674963,46.9,72342,9.7
8055,55,Wisconsin,1988,8,3654000,2566994,70.3,2458789,67.3,108205,4.2
8056,56,Wyoming,1988,8,345000,238159,69,222904,64.6,15255,6.4
8057,1,Alabama,1988,9,3061000,1884846,61.6,1746368,57.1,138478,7.3
8058,2,Alaska,1988,9,348000,249695,71.8,228176,65.6,21519,8.6
8059,4,Arizona,1988,9,2583000,1678977,65,1571515,60.8,107462,6.4
8060,5,Arkansas,1988,9,1786000,1113411,62.3,1030126,57.7,83285,7.5
8061,6,California,1988,9,21079000,14234140,67.5,13480410,64,753730,5.3
8062,37,Los Angeles County,1988,9,6455600,4340553,67.2,4115511,63.8,225042,5.2
8063,8,Colorado,1988,9,2449000,1694097,69.2,1587768,64.8,106329,6.3
8064,9,Connecticut,1988,9,2518000,1749248,69.5,1695515,67.3,53733,3.1
8065,10,Delaware,1988,9,503000,352390,70.1,340876,67.8,11514,3.3
8066,11,District of Columbia,1988,9,464000,329097,70.9,313269,67.5,15828,4.8
8067,12,Florida,1988,9,9708000,6086434,62.7,5773281,59.5,313153,5.1
8068,13,Georgia,1988,9,4650000,3156254,67.9,2979951,64.1,176303,5.6
8069,15,Hawaii,1988,9,779000,518414,66.5,501939,64.4,16475,3.2
8070,16,Idaho,1988,9,718000,483292,67.3,455491,63.4,27801,5.8
8071,17,Illinois,1988,9,8800000,5882772,66.8,5500643,62.5,382129,6.5
8072,18,Indiana,1988,9,4197000,2829632,67.4,2678062,63.8,151570,5.4
8073,19,Iowa,1988,9,2151000,1502821,69.9,1436654,66.8,66167,4.4
8074,20,Kansas,1988,9,1848000,1278866,69.2,1220986,66.1,57880,4.5
8075,21,Kentucky,1988,9,2791000,1721656,61.7,1592798,57.1,128858,7.5
8076,22,Louisiana,1988,9,3165000,1915198,60.5,1712967,54.1,202231,10.6
8077,23,Maine,1988,9,918000,603165,65.7,580368,63.2,22797,3.8
8078,24,Maryland,1988,9,3523000,2481759,70.4,2376998,67.5,104761,4.2
8079,25,Massachusetts,1988,9,4616000,3149355,68.2,3044637,66,104718,3.3
8080,26,Michigan,1988,9,6973000,4568302,65.5,4238129,60.8,330173,7.2
8081,27,Minnesota,1988,9,3249000,2317501,71.3,2217417,68.2,100084,4.3
8082,28,Mississippi,1988,9,1887000,1148889,60.9,1049546,55.6,99343,8.6
8083,29,Missouri,1988,9,3902000,2591456,66.4,2438362,62.5,153094,5.9
8084,30,Montana,1988,9,596000,405117,68,379468,63.7,25649,6.3
8085,31,Nebraska,1988,9,1191000,814673,68.4,786609,66,28064,3.4
8086,32,Nevada,1988,9,808000,588619,72.8,558935,69.2,29684,5
8087,33,New Hampshire,1988,9,826000,603872,73.1,588398,71.2,15474,2.6
8088,34,New Jersey,1988,9,6035000,3976074,65.9,3823152,63.3,152922,3.8
8089,35,New Mexico,1988,9,1086000,687105,63.3,637955,58.7,49150,7.2
8090,36,New York,1988,9,13808000,8583153,62.2,8199978,59.4,383175,4.5
8091,51000,New York city,1988,9,5835800,3262263,55.9,3083705,52.8,178558,5.5
8092,37,North Carolina,1988,9,4889000,3334933,68.2,3216184,65.8,118749,3.6
8093,38,North Dakota,1988,9,481000,331011,68.8,315525,65.6,15486,4.7
8094,39,Ohio,1988,9,8243000,5332888,64.7,5018570,60.9,314318,5.9
8095,40,Oklahoma,1988,9,2384000,1524647,64,1426738,59.8,97909,6.4
8096,41,Oregon,1988,9,2130000,1437798,67.5,1356634,63.7,81164,5.6
8097,42,Pennsylvania,1988,9,9350000,5785989,61.9,5498728,58.8,287261,5
8098,44,Rhode Island,1988,9,768000,523078,68.1,506620,66,16458,3.1
8099,45,South Carolina,1988,9,2540000,1663191,65.5,1587886,62.5,75305,4.5
8100,46,South Dakota,1988,9,519000,357736,68.9,343275,66.1,14461,4
8101,47,Tennessee,1988,9,3728000,2351906,63.1,2212118,59.3,139788,5.9
8102,48,Texas,1988,9,12093000,8357125,69.1,7759256,64.2,597869,7.2
8103,49,Utah,1988,9,1099000,765216,69.6,728600,66.3,36616,4.8
8104,50,Vermont,1988,9,424000,302428,71.3,292985,69.1,9443,3.1
8105,51,Virginia,1988,9,4497000,3094761,68.8,2969314,66,125447,4.1
8106,53,Washington,1988,9,3494000,2345732,67.1,2200725,63,145007,6.2
8107,54,West Virginia,1988,9,1439000,748148,52,676743,47,71405,9.5
8108,55,Wisconsin,1988,9,3655000,2574305,70.4,2466569,67.5,107736,4.2
8109,56,Wyoming,1988,9,345000,238169,69,222842,64.6,15327,6.4
8110,1,Alabama,1988,10,3062000,1889098,61.7,1748949,57.1,140149,7.4
8111,2,Alaska,1988,10,348000,250252,71.9,229094,65.8,21158,8.5
8112,4,Arizona,1988,10,2587000,1687096,65.2,1580209,61.1,106887,6.3
8113,5,Arkansas,1988,10,1787000,1115337,62.4,1032759,57.8,82578,7.4
8114,6,California,1988,10,21119000,14269974,67.6,13519951,64,750023,5.3
8115,37,Los Angeles County,1988,10,6465600,4349320,67.3,4123689,63.8,225631,5.2
8116,8,Colorado,1988,10,2450000,1691004,69,1587220,64.8,103784,6.1
8117,9,Connecticut,1988,10,2518000,1749531,69.5,1696000,67.4,53531,3.1
8118,10,Delaware,1988,10,503000,353192,70.2,341598,67.9,11594,3.3
8119,11,District of Columbia,1988,10,463000,327496,70.7,311744,67.3,15752,4.8
8120,12,Florida,1988,10,9727000,6105757,62.8,5788029,59.5,317728,5.2
8121,13,Georgia,1988,10,4655000,3161933,67.9,2986775,64.2,175158,5.5
8122,15,Hawaii,1988,10,780000,518899,66.5,502346,64.4,16553,3.2
8123,16,Idaho,1988,10,718000,484997,67.5,457469,63.7,27528,5.7
8124,17,Illinois,1988,10,8803000,5906870,67.1,5528359,62.8,378511,6.4
8125,18,Indiana,1988,10,4199000,2839623,67.6,2688270,64,151353,5.3
8126,19,Iowa,1988,10,2151000,1505511,70,1440209,67,65302,4.3
8127,20,Kansas,1988,10,1849000,1280664,69.3,1222951,66.1,57713,4.5
8128,21,Kentucky,1988,10,2792000,1724133,61.8,1597641,57.2,126492,7.3
8129,22,Louisiana,1988,10,3164000,1913293,60.5,1714221,54.2,199072,10.4
8130,23,Maine,1988,10,919000,604354,65.8,581877,63.3,22477,3.7
8131,24,Maryland,1988,10,3527000,2485600,70.5,2383037,67.6,102563,4.1
8132,25,Massachusetts,1988,10,4616000,3153665,68.3,3047280,66,106385,3.4
8133,26,Michigan,1988,10,6974000,4576375,65.6,4248230,60.9,328145,7.2
8134,27,Minnesota,1988,10,3251000,2321106,71.4,2221344,68.3,99762,4.3
8135,28,Mississippi,1988,10,1888000,1152164,61,1051753,55.7,100411,8.7
8136,29,Missouri,1988,10,3903000,2593977,66.5,2441259,62.5,152718,5.9
8137,30,Montana,1988,10,596000,405357,68,380320,63.8,25037,6.2
8138,31,Nebraska,1988,10,1191000,814873,68.4,787572,66.1,27301,3.4
8139,32,Nevada,1988,10,811000,590377,72.8,561111,69.2,29266,5
8140,33,New Hampshire,1988,10,827000,605278,73.2,589682,71.3,15596,2.6
8141,34,New Jersey,1988,10,6035000,3980504,66,3826988,63.4,153516,3.9
8142,35,New Mexico,1988,10,1087000,687678,63.3,639217,58.8,48461,7
8143,36,New York,1988,10,13808000,8602025,62.3,8210585,59.5,391440,4.6
