candidate,pct_estimate,lo,hi,date,election,cycle
Republicans,39.92536,34.82741,45.0233,6/13/19,11/3/20,2020
Democrats,46.09528,41.29308,50.89749,6/14/19,11/3/20,2020
Republicans,39.93633,34.83451,45.03815,6/14/19,11/3/20,2020
Democrats,46.11231,41.30991,50.91471,6/15/19,11/3/20,2020
Republicans,39.95706,34.85372,45.06039,6/15/19,11/3/20,2020
Democrats,46.11482,41.31464,50.91499,6/16/19,11/3/20,2020
Republicans,39.95296,34.85115,45.05476,6/16/19,11/3/20,2020
Democrats,46.11752,41.31947,50.91557,6/17/19,11/3/20,2020
Republicans,39.94883,34.84854,45.04912,6/17/19,11/3/20,2020
Democrats,46.08476,41.25363,50.91589,6/18/19,11/3/20,2020
Republicans,39.92918,34.79907,45.0593,6/18/19,11/3/20,2020
Democrats,46.01279,41.22482,50.80075,6/19/19,11/3/20,2020
Republicans,39.83319,34.75536,44.91101,6/19/19,11/3/20,2020
Democrats,46.04391,41.25643,50.83138,6/20/19,11/3/20,2020
Republicans,39.84422,34.76279,44.92564,6/20/19,11/3/20,2020
Democrats,46.04984,41.25688,50.8428,6/21/19,11/3/20,2020
Republicans,39.84185,34.75379,44.9299,6/21/19,11/3/20,2020
Democrats,46.03408,41.23334,50.83483,6/22/19,11/3/20,2020
Republicans,39.84573,34.75288,44.93857,6/22/19,11/3/20,2020
Democrats,46.03512,41.23707,50.83317,6/23/19,11/3/20,2020
Republicans,39.84153,34.75139,44.93167,6/23/19,11/3/20,2020
Democrats,46.01987,41.20045,50.83928,6/24/19,11/3/20,2020
Republicans,39.84026,34.73295,44.94758,6/24/19,11/3/20,2020
Democrats,46.00704,41.20909,50.805,6/25/19,11/3/20,2020
Republicans,39.92038,34.84036,45.00039,6/25/19,11/3/20,2020
Democrats,46.05516,41.35517,50.75515,6/26/19,11/3/20,2020
Republicans,40.31006,35.20211,45.41801,6/26/19,11/3/20,2020
Democrats,46.05645,41.35081,50.76209,6/27/19,11/3/20,2020
Republicans,40.3126,35.19768,45.42752,6/27/19,11/3/20,2020
Democrats,46.05723,41.34577,50.76869,6/28/19,11/3/20,2020
Republicans,40.31369,35.19211,45.43526,6/28/19,11/3/20,2020
Democrats,46.05848,41.34385,50.77311,6/29/19,11/3/20,2020
Republicans,40.31758,35.19085,45.44431,6/29/19,11/3/20,2020
Democrats,46.05925,41.34855,50.76995,6/30/19,11/3/20,2020
Republicans,40.31923,35.19435,45.4441,6/30/19,11/3/20,2020
Democrats,46.06042,41.33332,50.78751,7/1/19,11/3/20,2020
Republicans,40.30474,35.15986,45.44962,7/1/19,11/3/20,2020
Democrats,46.0797,41.36413,50.79528,7/2/19,11/3/20,2020
Republicans,40.19974,35.04247,45.35701,7/2/19,11/3/20,2020
Democrats,46.23845,41.53058,50.94632,7/3/19,11/3/20,2020
Republicans,40.11223,34.97728,45.24718,7/3/19,11/3/20,2020
Democrats,46.24249,41.5388,50.94617,7/4/19,11/3/20,2020
Republicans,40.10896,34.97562,45.24229,7/4/19,11/3/20,2020
Democrats,46.24624,41.54672,50.94576,7/5/19,11/3/20,2020
Republicans,40.10572,34.97397,45.23747,7/5/19,11/3/20,2020
Democrats,46.24971,41.55418,50.94524,7/6/19,11/3/20,2020
Republicans,40.10244,34.97265,45.23222,7/6/19,11/3/20,2020
Democrats,46.26543,41.54683,50.98402,7/7/19,11/3/20,2020
Republicans,40.1004,34.9463,45.2545,7/7/19,11/3/20,2020
Democrats,46.26737,41.55249,50.98225,7/8/19,11/3/20,2020
Republicans,40.09652,34.94408,45.24896,7/8/19,11/3/20,2020
Democrats,46.25336,41.5079,50.99881,7/9/19,11/3/20,2020
Republicans,40.09554,34.9179,45.27317,7/9/19,11/3/20,2020
Democrats,46.26678,41.54103,50.99253,7/10/19,11/3/20,2020
Republicans,39.94491,34.77559,45.11423,7/10/19,11/3/20,2020
Democrats,46.26704,41.53419,50.9999,7/11/19,11/3/20,2020
Republicans,39.93577,34.75816,45.11338,7/11/19,11/3/20,2020
Democrats,46.24743,41.50159,50.99327,7/12/19,11/3/20,2020
Republicans,39.92553,34.73925,45.1118,7/12/19,11/3/20,2020
Democrats,46.24681,41.49697,50.99665,7/13/19,11/3/20,2020
Republicans,39.92585,34.73553,45.11617,7/13/19,11/3/20,2020
Democrats,46.2486,41.50208,50.99512,7/14/19,11/3/20,2020
Republicans,39.92063,34.73291,45.10835,7/14/19,11/3/20,2020
Democrats,46.2505,41.5069,50.99409,7/15/19,11/3/20,2020
Republicans,39.91531,34.73001,45.10061,7/15/19,11/3/20,2020
Democrats,46.21794,41.4798,50.95608,7/16/19,11/3/20,2020
Republicans,39.76233,34.55303,44.97163,7/16/19,11/3/20,2020
Democrats,46.20903,41.48435,50.93372,7/17/19,11/3/20,2020
Republicans,39.81065,34.6282,44.99311,7/17/19,11/3/20,2020
Democrats,46.22449,41.49697,50.952,7/18/19,11/3/20,2020
Republicans,39.79322,34.60138,44.98505,7/18/19,11/3/20,2020
Democrats,46.24532,41.51524,50.97541,7/19/19,11/3/20,2020
Republicans,39.78997,34.59115,44.9888,7/19/19,11/3/20,2020
Democrats,46.24651,41.5206,50.97242,7/20/19,11/3/20,2020
Republicans,39.78404,34.58852,44.97956,7/20/19,11/3/20,2020
Democrats,46.24804,41.52608,50.96999,7/21/19,11/3/20,2020
Republicans,39.77873,34.58646,44.971,7/21/19,11/3/20,2020
Democrats,46.25478,41.52694,50.98262,7/22/19,11/3/20,2020
Republicans,39.77521,34.57608,44.97434,7/22/19,11/3/20,2020
Democrats,46.2438,41.48238,51.00522,7/23/19,11/3/20,2020
Republicans,39.78093,34.55296,45.0089,7/23/19,11/3/20,2020
Democrats,46.22941,41.48415,50.97467,7/24/19,11/3/20,2020
Republicans,39.84141,34.64712,45.03569,7/24/19,11/3/20,2020
Democrats,46.22474,41.47056,50.97892,7/25/19,11/3/20,2020
Republicans,39.84631,34.64628,45.04634,7/25/19,11/3/20,2020
Democrats,46.24271,41.48524,51.00017,7/26/19,11/3/20,2020
Republicans,39.85066,34.64417,45.05715,7/26/19,11/3/20,2020
Democrats,46.26342,41.50697,51.01987,7/27/19,11/3/20,2020
Republicans,39.83454,34.6214,45.04768,7/27/19,11/3/20,2020
Democrats,46.26608,41.51424,51.01792,7/28/19,11/3/20,2020
Republicans,39.83081,34.62239,45.03923,7/28/19,11/3/20,2020
Democrats,46.06879,41.42881,50.70877,7/29/19,11/3/20,2020
Republicans,40.1701,35.02016,45.32003,7/29/19,11/3/20,2020
Democrats,45.85197,41.1815,50.52245,7/30/19,11/3/20,2020
Republicans,40.26167,35.13263,45.3907,7/30/19,11/3/20,2020
Democrats,46.07468,41.44997,50.69939,7/31/19,11/3/20,2020
Republicans,40.02669,34.97598,45.0774,7/31/19,11/3/20,2020
Democrats,46.07744,41.44698,50.70791,8/1/19,11/3/20,2020
Republicans,40.02567,34.96918,45.08215,8/1/19,11/3/20,2020
Democrats,46.09782,41.46626,50.72937,8/2/19,11/3/20,2020
Republicans,40.00642,34.9386,45.07424,8/2/19,11/3/20,2020
Democrats,46.10425,41.46793,50.74057,8/3/19,11/3/20,2020
Republicans,40.00154,34.92652,45.07655,8/3/19,11/3/20,2020
Democrats,46.10696,41.47632,50.73761,8/4/19,11/3/20,2020
Republicans,39.99811,34.92793,45.06829,8/4/19,11/3/20,2020
Democrats,46.09354,41.44373,50.74335,8/5/19,11/3/20,2020
Republicans,40.00048,34.91499,45.08597,8/5/19,11/3/20,2020
Democrats,46.09579,41.43954,50.75203,8/6/19,11/3/20,2020
Republicans,40.00037,34.90859,45.09214,8/6/19,11/3/20,2020
Democrats,46.15625,41.50392,50.80859,8/7/19,11/3/20,2020
Republicans,39.91631,34.84391,44.98871,8/7/19,11/3/20,2020
Democrats,46.14108,41.47602,50.80613,8/8/19,11/3/20,2020
Republicans,39.9154,34.8368,44.994,8/8/19,11/3/20,2020
Democrats,46.13969,41.46645,50.81293,8/9/19,11/3/20,2020
Republicans,39.93319,34.85256,45.01382,8/9/19,11/3/20,2020
Democrats,46.1421,41.46543,50.81876,8/10/19,11/3/20,2020
Republicans,39.93864,34.85537,45.0219,8/10/19,11/3/20,2020
Democrats,46.14579,41.47312,50.81846,8/11/19,11/3/20,2020
Republicans,39.93604,34.85741,45.01466,8/11/19,11/3/20,2020
Democrats,46.18119,41.49917,50.86322,8/12/19,11/3/20,2020
Republicans,39.92356,34.82378,45.02335,8/12/19,11/3/20,2020
Democrats,46.09188,41.43837,50.7454,8/13/19,11/3/20,2020
Republicans,39.90766,34.84344,44.97187,8/13/19,11/3/20,2020
Democrats,46.14678,41.49887,50.79469,8/14/19,11/3/20,2020
Republicans,39.86102,34.82108,44.90096,8/14/19,11/3/20,2020
Democrats,46.13541,41.47713,50.7937,8/15/19,11/3/20,2020
Republicans,39.86505,34.8204,44.90969,8/15/19,11/3/20,2020
Democrats,46.1198,41.44857,50.79103,8/16/19,11/3/20,2020
Republicans,39.86878,34.81958,44.91798,8/16/19,11/3/20,2020
Democrats,46.12163,41.44661,50.79664,8/17/19,11/3/20,2020
Republicans,39.87407,34.82244,44.9257,8/17/19,11/3/20,2020
Democrats,46.12503,41.45416,50.79589,8/18/19,11/3/20,2020
Republicans,39.87093,34.82577,44.9161,8/18/19,11/3/20,2020
Democrats,46.22839,41.70044,50.75634,8/19/19,11/3/20,2020
Republicans,39.86655,34.98933,44.74377,8/19/19,11/3/20,2020
Democrats,46.24121,41.69075,50.79167,8/20/19,11/3/20,2020
Republicans,39.85416,34.94456,44.76376,8/20/19,11/3/20,2020
Democrats,46.209,41.672,50.74599,8/21/19,11/3/20,2020
Republicans,39.8539,34.96733,44.74046,8/21/19,11/3/20,2020
Democrats,46.20727,41.66261,50.75194,8/22/19,11/3/20,2020
Republicans,39.852,34.95989,44.7441,8/22/19,11/3/20,2020
Democrats,46.22149,41.67532,50.76766,8/23/19,11/3/20,2020
Republicans,39.85015,34.95232,44.74799,8/23/19,11/3/20,2020
Democrats,46.22306,41.67267,50.77345,8/24/19,11/3/20,2020
Republicans,39.8542,34.95363,44.75478,8/24/19,11/3/20,2020
Democrats,46.22643,41.68106,50.7718,8/25/19,11/3/20,2020
Republicans,39.8508,34.95699,44.74462,8/25/19,11/3/20,2020
Democrats,46.26386,41.70993,50.81778,8/26/19,11/3/20,2020
Republicans,39.83502,34.91727,44.75277,8/26/19,11/3/20,2020
Democrats,46.33921,41.83276,50.84566,8/27/19,11/3/20,2020
Republicans,39.8362,34.95324,44.71917,8/27/19,11/3/20,2020
Democrats,46.36831,41.86192,50.87469,8/28/19,11/3/20,2020
Republicans,39.72646,34.85221,44.6007,8/28/19,11/3/20,2020
Democrats,46.37306,41.86059,50.88554,8/29/19,11/3/20,2020
Republicans,39.72443,34.84516,44.6037,8/29/19,11/3/20,2020
Democrats,46.3774,41.85866,50.89615,8/30/19,11/3/20,2020
Republicans,39.73793,34.85715,44.61871,8/30/19,11/3/20,2020
Democrats,46.38185,41.86896,50.89474,8/31/19,11/3/20,2020
Republicans,39.73233,34.85921,44.60546,8/31/19,11/3/20,2020
Democrats,46.38593,41.8773,50.89455,9/1/19,11/3/20,2020
Republicans,39.72641,34.85982,44.59299,9/1/19,11/3/20,2020
Democrats,46.39014,41.88508,50.89521,9/2/19,11/3/20,2020
Republicans,39.7198,34.85783,44.58178,9/2/19,11/3/20,2020
Democrats,46.36684,41.81437,50.91931,9/3/19,11/3/20,2020
Republicans,39.71645,34.81038,44.62251,9/3/19,11/3/20,2020
Democrats,46.30021,41.78362,50.81679,9/4/19,11/3/20,2020
Republicans,39.84694,34.95926,44.73462,9/4/19,11/3/20,2020
Democrats,46.31952,41.80096,50.83807,9/5/19,11/3/20,2020
Republicans,39.84674,34.95257,44.74091,9/5/19,11/3/20,2020
Democrats,46.3258,41.80056,50.85104,9/6/19,11/3/20,2020
Republicans,39.82887,34.92201,44.73573,9/6/19,11/3/20,2020
Democrats,46.32433,41.79316,50.8555,9/7/19,11/3/20,2020
Republicans,39.81862,34.90289,44.73435,9/7/19,11/3/20,2020
Democrats,46.32648,41.79864,50.85433,9/8/19,11/3/20,2020
Republicans,39.81559,34.90475,44.72642,9/8/19,11/3/20,2020
Democrats,46.32858,41.80381,50.85334,9/9/19,11/3/20,2020
Republicans,39.81292,34.90685,44.71899,9/9/19,11/3/20,2020
Democrats,46.32343,41.76555,50.8813,9/10/19,11/3/20,2020
Republicans,39.82413,34.88731,44.76095,9/10/19,11/3/20,2020
Democrats,46.44944,41.87263,51.02625,9/11/19,11/3/20,2020
Republicans,39.74813,34.83748,44.65877,9/11/19,11/3/20,2020
Democrats,46.43738,41.92599,50.94877,9/12/19,11/3/20,2020
Republicans,39.77767,34.90076,44.65457,9/12/19,11/3/20,2020
Democrats,46.44053,41.92153,50.95953,9/13/19,11/3/20,2020
Republicans,39.77914,34.89491,44.66338,9/13/19,11/3/20,2020
Democrats,46.43975,41.91443,50.96507,9/14/19,11/3/20,2020
Republicans,39.82337,34.94417,44.70257,9/14/19,11/3/20,2020
Democrats,46.88963,42.4052,51.37407,9/15/19,11/3/20,2020
Republicans,40.01473,35.3171,44.71236,9/15/19,11/3/20,2020
Democrats,46.80737,42.33688,51.27785,9/16/19,11/3/20,2020
Republicans,40.00341,35.32504,44.68178,9/16/19,11/3/20,2020
Democrats,46.80581,42.32647,51.28514,9/17/19,11/3/20,2020
Republicans,40.00705,35.32336,44.69074,9/17/19,11/3/20,2020
Democrats,46.7856,42.33311,51.23808,9/18/19,11/3/20,2020
Republicans,40.00608,35.34629,44.66587,9/18/19,11/3/20,2020
Democrats,46.78735,42.32784,51.24686,9/19/19,11/3/20,2020
Republicans,40.00001,35.33292,44.66711,9/19/19,11/3/20,2020
Democrats,46.80334,42.34256,51.26412,9/20/19,11/3/20,2020
Republicans,39.99981,35.3266,44.67303,9/20/19,11/3/20,2020
Democrats,46.80098,42.33422,51.26773,9/21/19,11/3/20,2020
Republicans,40.01879,35.34616,44.69142,9/21/19,11/3/20,2020
Democrats,46.8039,42.34089,51.26691,9/22/19,11/3/20,2020
Republicans,40.01768,35.35144,44.68391,9/22/19,11/3/20,2020
Democrats,46.8068,42.34726,51.26634,9/23/19,11/3/20,2020
Republicans,40.01696,35.35673,44.67719,9/23/19,11/3/20,2020
Democrats,46.81752,42.33329,51.30174,9/24/19,11/3/20,2020
Republicans,40.0184,35.32618,44.71062,9/24/19,11/3/20,2020
Democrats,46.79462,42.33395,51.25529,9/25/19,11/3/20,2020
Republicans,40.01021,35.34192,44.67851,9/25/19,11/3/20,2020
Democrats,46.78446,42.31182,51.25709,9/26/19,11/3/20,2020
Republicans,40.02592,35.35531,44.69654,9/26/19,11/3/20,2020
Democrats,46.79586,42.41173,51.18,9/27/19,11/3/20,2020
Republicans,39.88061,35.30358,44.45765,9/27/19,11/3/20,2020
Democrats,46.79355,42.41339,51.17372,9/28/19,11/3/20,2020
Republicans,39.88371,35.31574,44.45168,9/28/19,11/3/20,2020
Democrats,46.79544,42.4185,51.17237,9/29/19,11/3/20,2020
Republicans,39.88213,35.32054,44.44373,9/29/19,11/3/20,2020
Democrats,46.79758,42.42567,51.1695,9/30/19,11/3/20,2020
Republicans,39.88017,35.32756,44.43277,9/30/19,11/3/20,2020
Democrats,46.79657,42.40545,51.1877,10/1/19,11/3/20,2020
Republicans,39.89654,35.3283,44.46478,10/1/19,11/3/20,2020
Democrats,46.91618,42.60757,51.22478,10/2/19,11/3/20,2020
Republicans,40.01859,35.52801,44.50917,10/2/19,11/3/20,2020
Democrats,46.90491,42.5824,51.22741,10/3/19,11/3/20,2020
Republicans,40.00826,35.50818,44.50834,10/3/19,11/3/20,2020
Democrats,46.91763,42.5947,51.24057,10/4/19,11/3/20,2020
Republicans,40.02098,35.52008,44.52187,10/4/19,11/3/20,2020
Democrats,46.88932,42.54489,51.23374,10/5/19,11/3/20,2020
Republicans,40.04895,35.55106,44.54684,10/5/19,11/3/20,2020
Democrats,46.89267,42.55373,51.23162,10/6/19,11/3/20,2020
Republicans,40.04708,35.55785,44.5363,10/6/19,11/3/20,2020
Democrats,46.89501,42.56153,51.22849,10/7/19,11/3/20,2020
Republicans,40.04539,35.56384,44.52694,10/7/19,11/3/20,2020
Democrats,46.91247,42.55626,51.26868,10/8/19,11/3/20,2020
Republicans,40.03913,35.52105,44.55721,10/8/19,11/3/20,2020
Democrats,46.84031,42.51204,51.16859,10/9/19,11/3/20,2020
Republicans,40.18811,35.66732,44.7089,10/9/19,11/3/20,2020
Democrats,46.15164,41.94584,50.35744,10/10/19,11/3/20,2020
Republicans,40.08614,35.82762,44.34466,10/10/19,11/3/20,2020
Democrats,46.15236,41.94345,50.36126,10/11/19,11/3/20,2020
Republicans,40.08596,35.82302,44.34889,10/11/19,11/3/20,2020
Democrats,46.14955,41.94672,50.35238,10/12/19,11/3/20,2020
Republicans,40.08556,35.8317,44.33942,10/12/19,11/3/20,2020
Democrats,46.1465,41.94846,50.34454,10/13/19,11/3/20,2020
Republicans,40.08598,35.84084,44.33111,10/13/19,11/3/20,2020
Democrats,46.16936,41.97697,50.36176,10/14/19,11/3/20,2020
Republicans,39.9946,35.70531,44.28389,10/14/19,11/3/20,2020
Democrats,46.55759,42.41885,50.69633,10/15/19,11/3/20,2020
Republicans,40.34586,36.08461,44.60712,10/15/19,11/3/20,2020
Democrats,46.63026,42.47658,50.78395,10/16/19,11/3/20,2020
Republicans,40.30826,36.05921,44.55732,10/16/19,11/3/20,2020
Democrats,46.62327,42.46089,50.78565,10/17/19,11/3/20,2020
Republicans,40.31409,36.0652,44.56297,10/17/19,11/3/20,2020
Democrats,46.6241,42.45686,50.79133,10/18/19,11/3/20,2020
Republicans,40.32357,36.07549,44.57166,10/18/19,11/3/20,2020
Democrats,46.61404,42.43496,50.79313,10/19/19,11/3/20,2020
Republicans,40.33614,36.08914,44.58315,10/19/19,11/3/20,2020
Democrats,46.61544,42.44071,50.79018,10/20/19,11/3/20,2020
Republicans,40.33772,36.0999,44.57553,10/20/19,11/3/20,2020
Democrats,46.61717,42.44582,50.78851,10/21/19,11/3/20,2020
Republicans,40.3403,36.11074,44.56986,10/21/19,11/3/20,2020
Democrats,46.61763,42.44934,50.78591,10/22/19,11/3/20,2020
Republicans,40.3301,36.10179,44.55841,10/22/19,11/3/20,2020
Democrats,46.64467,42.45428,50.83505,10/23/19,11/3/20,2020
Republicans,40.33887,36.09099,44.58676,10/23/19,11/3/20,2020
Democrats,46.64824,42.46321,50.83326,10/24/19,11/3/20,2020
Republicans,40.3376,36.09727,44.57792,10/24/19,11/3/20,2020
Democrats,46.6404,42.49934,50.78147,10/25/19,11/3/20,2020
Republicans,40.39457,36.13017,44.65897,10/25/19,11/3/20,2020
Democrats,46.642448,42.505657,50.77924,10/26/19,11/3/20,2020
Republicans,40.397534,36.140625,44.654444,10/26/19,11/3/20,2020
Democrats,46.644677,42.512617,50.776737,10/27/19,11/3/20,2020
Republicans,40.401616,36.152241,44.65099,10/27/19,11/3/20,2020
Democrats,46.64684,42.519954,50.773727,10/28/19,11/3/20,2020
Republicans,40.405547,36.164165,44.646929,10/28/19,11/3/20,2020
Democrats,46.648645,42.524429,50.772861,10/29/19,11/3/20,2020
Republicans,40.409524,36.17325,44.645798,10/29/19,11/3/20,2020
Democrats,46.39398,42.360159,50.427801,10/30/19,11/3/20,2020
Republicans,40.905767,36.537111,45.274424,10/30/19,11/3/20,2020
Democrats,46.394853,42.367201,50.422504,10/31/19,11/3/20,2020
Republicans,40.913607,36.551082,45.276131,10/31/19,11/3/20,2020
Democrats,46.396053,42.373778,50.418329,11/1/19,11/3/20,2020
Republicans,40.92072,36.563652,45.277788,11/1/19,11/3/20,2020
Democrats,46.397097,42.380192,50.414001,11/2/19,11/3/20,2020
Republicans,40.927774,36.576568,45.27898,11/2/19,11/3/20,2020
Democrats,46.668787,42.636116,50.701459,11/3/19,11/3/20,2020
Republicans,41.033188,36.74042,45.325956,11/3/19,11/3/20,2020
Democrats,46.672362,42.644057,50.700667,11/4/19,11/3/20,2020
Republicans,41.041145,36.75355,45.328741,11/4/19,11/3/20,2020
Democrats,46.704101,42.62644,50.781762,11/5/19,11/3/20,2020
Republicans,41.262725,36.977821,45.547629,11/5/19,11/3/20,2020
Democrats,46.693927,42.58071,50.807145,11/6/19,11/3/20,2020
Republicans,41.285764,36.960467,45.611061,11/6/19,11/3/20,2020
Democrats,46.697248,42.589803,50.804692,11/7/19,11/3/20,2020
Republicans,41.295563,36.977484,45.613641,11/7/19,11/3/20,2020
Democrats,46.722829,42.691846,50.753812,11/8/19,11/3/20,2020
Republicans,41.081455,36.811235,45.351675,11/8/19,11/3/20,2020
Democrats,46.725737,42.698841,50.752633,11/9/19,11/3/20,2020
Republicans,41.089407,36.824265,45.35455,11/9/19,11/3/20,2020
Democrats,46.728284,42.704928,50.75164,11/10/19,11/3/20,2020
Republicans,41.099199,36.838029,45.360369,11/10/19,11/3/20,2020
Democrats,46.729851,42.71024,50.749463,11/11/19,11/3/20,2020
Republicans,41.10669,36.849715,45.363666,11/11/19,11/3/20,2020
Democrats,46.72663,42.681117,50.772144,11/12/19,11/3/20,2020
Republicans,41.0655,36.765576,45.365425,11/12/19,11/3/20,2020
Democrats,46.784691,42.715311,50.854071,11/13/19,11/3/20,2020
Republicans,41.053626,36.75198,45.355271,11/13/19,11/3/20,2020
Democrats,46.788141,42.724911,50.851371,11/14/19,11/3/20,2020
Republicans,41.060438,36.765806,45.355069,11/14/19,11/3/20,2020
Democrats,46.791601,42.731832,50.85137,11/15/19,11/3/20,2020
Republicans,41.068123,36.777375,45.35887,11/15/19,11/3/20,2020
Democrats,46.795158,42.738701,50.851614,11/16/19,11/3/20,2020
Republicans,41.075547,36.788779,45.362315,11/16/19,11/3/20,2020
Democrats,46.798455,42.745592,50.851319,11/17/19,11/3/20,2020
Republicans,41.082441,36.799603,45.36528,11/17/19,11/3/20,2020
Democrats,46.802471,42.754202,50.85074,11/18/19,11/3/20,2020
Republicans,41.09013,36.81165,45.368609,11/18/19,11/3/20,2020
Democrats,46.816007,42.901652,50.730362,11/19/19,11/3/20,2020
Republicans,41.074449,36.916101,45.232797,11/19/19,11/3/20,2020
Democrats,46.763548,42.823344,50.703753,11/20/19,11/3/20,2020
Republicans,41.031253,36.837249,45.225257,11/20/19,11/3/20,2020
Democrats,46.766818,42.831951,50.701685,11/21/19,11/3/20,2020
Republicans,41.037305,36.849121,45.225489,11/21/19,11/3/20,2020
Democrats,46.769813,42.840174,50.699452,11/22/19,11/3/20,2020
Republicans,41.042789,36.860214,45.225363,11/22/19,11/3/20,2020
Democrats,46.771565,42.846568,50.696562,11/23/19,11/3/20,2020
Republicans,41.047154,36.869297,45.22501,11/23/19,11/3/20,2020
Democrats,46.773515,42.853914,50.693115,11/24/19,11/3/20,2020
Republicans,41.051889,36.878926,45.224853,11/24/19,11/3/20,2020
Democrats,46.775163,42.860149,50.690178,11/25/19,11/3/20,2020
Republicans,41.056558,36.887857,45.225259,11/25/19,11/3/20,2020
Democrats,46.66964,42.765233,50.574047,11/26/19,11/3/20,2020
Republicans,40.961857,36.775199,45.148515,11/26/19,11/3/20,2020
Democrats,46.660563,42.754276,50.566851,11/27/19,11/3/20,2020
Republicans,40.989777,36.800417,45.179137,11/27/19,11/3/20,2020
Democrats,46.661553,42.761593,50.561512,11/28/19,11/3/20,2020
Republicans,40.99381,36.809967,45.177652,11/28/19,11/3/20,2020
Democrats,46.662202,42.767969,50.556436,11/29/19,11/3/20,2020
Republicans,40.996822,36.818362,45.175282,11/29/19,11/3/20,2020
Democrats,46.662414,42.773855,50.550974,11/30/19,11/3/20,2020
Republicans,40.999649,36.826357,45.172942,11/30/19,11/3/20,2020
Democrats,46.662065,42.777349,50.546782,12/1/19,11/3/20,2020
Republicans,41.00217,36.832575,45.171766,12/1/19,11/3/20,2020
Democrats,46.661206,42.780125,50.542288,12/2/19,11/3/20,2020
Republicans,41.003698,36.836879,45.170517,12/2/19,11/3/20,2020
Democrats,46.807752,42.924883,50.690622,12/3/19,11/3/20,2020
Republicans,41.067988,36.945976,45.19,12/3/19,11/3/20,2020
Democrats,46.79859,42.869686,50.727495,12/4/19,11/3/20,2020
Republicans,41.094136,36.925026,45.263245,12/4/19,11/3/20,2020
Democrats,46.799156,42.876394,50.721918,12/5/19,11/3/20,2020
Republicans,41.09757,36.934829,45.260311,12/5/19,11/3/20,2020
Democrats,46.799356,42.881581,50.717131,12/6/19,11/3/20,2020
