"","pollster","sponsors","display_name","fte_grade","start_date","end_date","sample_size","population","year","election_date","candidate_name","state","st_fips","cd_fips","st_cd_fips","dem_cand","rep_cand","DEM","REP"
"430","Harper Polling","Congressional Leadership Fund","Harper Polling","B/C","7/26/20","7/28/20","406","lv","2020","11/3/20","Mariannette Miller-Meeks","Iowa","19","02","1902","Lucy McBath","Mariannette Miller-Meeks","48","41"
"431","North Star Opinion Research","NRCC","North Star Opinion Research","B/C","7/26/20","7/28/20","400","rv","2020","11/3/20","Karen Handel","Georgia","13","06","1306","Christy Smith","Karen Handel","41","46"
"432","American Viewpoint","Congressional Leadership Fund","American Viewpoint","B/C","7/26/20","7/28/20","400","lv","2020","11/3/20","Mike Garcia","California","06","25","0625","Tracy Mitrano","Mike Garcia","38","48"
"433","Global Strategy Group",NA,"Global Strategy Group","B/C","7/23/20","7/26/20","502","lv","2020","11/3/20","Thomas Reed","New York","36","23","3623","Ammar Campa-Najjar","Thomas Reed","43","50"
"434","Strategies 360",NA,"Strategies 360","B/C","7/22/20","7/26/20","400","lv","2020","11/3/20","Darrell Issa","California","06","50","0650","Brynne S. Kennedy","Darrell Issa","42","47"
"435","Lake Research",NA,"Lake Research Partners","A/B","7/22/20","7/25/20","650","lv","2020","11/3/20","Tom McClintock","California","06","04","0604","Jared Forrest Golden","Tom McClintock","45","45"
"436","Colby College","Colby College","Colby College","B/C","7/18/20","7/24/20","447","lv","2020","11/3/20","Dale John Crafts","Maine","23","02","2302","Dan Feehan","Dale John Crafts","48","33"
"437","Victoria Research","House Majority PAC","Victoria Research & Consulting","B/C","7/19/20","7/23/20","511","lv","2020","11/3/20","Jim Hagedorn","Minnesota","27","01","2701","Julie Oliver","Jim Hagedorn","43","46"
"438","DCCC Targeting Team","DCCC","DCCC Targeting and Analytics Department","B/C","7/21/20","7/22/20","389","lv","2020","11/3/20","Roger Williams","Texas","48","25","4825","Sri Kulkarni","Roger Williams","32","45"
"439","Meeting Street Insights","Congressional Leadership Fund","Meeting Street Insights","B/C","7/19/20","7/22/20","400","rv","2020","11/3/20","Troy E. Nehls","Texas","48","22","4822","Matt Cartwright","Troy E. Nehls","50","44"
"440","Cygnal Political",NA,"Cygnal","B+","7/18/20","7/21/20","400","lv","2020","11/3/20","Jim Bognet","Pennsylvania","42","08","4208","Helane Seikaly","Jim Bognet","37","41"
"441","Global Strategy Group",NA,"Global Strategy Group","B/C","7/17/20","7/20/20","400","lv","2020","11/3/20","Van Taylor","Texas","48","03","4803","Debbie Mucarsel-Powell","Van Taylor","42","43"
"442","Meeting Street Insights","Congressional Leadership Fund","Meeting Street Insights","B/C","7/14/20","7/18/20","400","rv","2020","11/3/20","Carlos A. Gimenez","Florida","12","26","1226","Michelle De La Isla","Carlos A. Gimenez","41.4","47"
"443","Battleground Connect",NA,"Battleground Connect",NA,"7/16/20","7/17/20","1250","lv","2020","11/3/20","Jake LaTurner","Kansas","20","02","2002","Wendy R. Davis","Jake LaTurner","45","42.4"
"444","Garin Hart Yang",NA,"Garin-Hart-Yang Research Group","B-","7/14/20","7/17/20","550","lv","2020","11/3/20","Chip Roy","Texas","48","21","4821","Jen Richardson","Chip Roy","56","46"
"445","Gravis Marketing",NA,"Gravis Marketing","B","7/16/20","7/16/20","604","lv","2020","11/3/20","Fred Upton","Michigan","26","06","2606","Elaine G. Luria","Fred Upton","48","36"
"446","Tarrance","Congressional Leadership Fund","Tarrance Group","B+","7/14/20","7/16/20","402","lv","2020","11/3/20","Scott W. Taylor","Virginia","51","02","5102","Nancy Goroff","Scott W. Taylor","40","48"
"447","PPP","314 Action","Public Policy Polling","A-","7/14/20","7/15/20","1100","v","2020","11/3/20","Lee M. Zeldin","New York","36","01","3601","Christina M. Finello","Lee M. Zeldin","35","47"
"448","American Viewpoint","Congressional Leadership Fund","American Viewpoint","B/C","7/13/20","7/15/20","400","lv","2020","11/3/20","Brian Fitzpatrick","Pennsylvania","42","01","4201","Andy Kim","Brian Fitzpatrick","45","50"
"449","Basswood Research","Congressional Leadership Fund","Basswood Research","B/C","7/13/20","7/15/20","400","lv","2020","11/3/20","David Richter","New Jersey","34","03","3403","Kate Schroder","David Richter","47","42"
"450","Lake Research","DCCC","Lake Research Partners","A/B","7/13/20","7/15/20","400","lv","2020","11/3/20","Steve Chabot","Ohio","39","01","3901","Christina M. Finello","Steve Chabot","39","46"
"451","POS",NA,"Public Opinion Strategies","A-","7/11/20","7/14/20","400","rv","2020","11/3/20","Brian Fitzpatrick","Pennsylvania","42","01","4201","Joshua D. Hicks","Brian Fitzpatrick","50","53"
"452","Bluegrass Data Analytics",NA,"Bluegrass Data",NA,"7/13/20","7/13/20","700","lv","2020","11/3/20","Andy Barr","Kentucky","21","06","2106","Kathleen Williams","Andy Barr","47","48"
"453","Civiqs","Daily Kos","Civiqs","B-","7/11/20","7/13/20","873","rv","2020","11/3/20","Matt Rosendale","Montana","30","01","3001","Morris Durham Davis","Matt Rosendale","40","49"
"454","EMC Research",NA,"EMC Research","B/C","7/9/20","7/12/20","402","lv","2020","11/3/20","David Madison Cawthorn","North Carolina","37","11","3711","Margaret Good","David Madison Cawthorn","41","42"
"455","Global Strategy Group",NA,"Global Strategy Group","B/C","7/7/20","7/12/20","500","lv","2020","11/3/20","Vern Buchanan","Florida","12","16","1216","Ben McAdams","Vern Buchanan","34","47"
"456","Moore Information","Congressional Leadership Fund","Moore Information","B/C","7/8/20","7/11/20","400","lv","2020","11/3/20","Burgess Owens","Utah","49","04","4904","Bryan Berghoef","Burgess Owens","31.5","43"
"457","Denno Research",NA,"Denno Research",NA,"7/8/20","7/11/20","400","lv","2020","11/3/20","Bill Huizenga","Michigan","26","02","2602","Kathleen Williams","Bill Huizenga","44","48.5"
"458","PPP","Election Twitter","Public Policy Polling","A-","7/9/20","7/10/20","1224","v","2020","11/3/20","Matt Rosendale","Montana","30","01","3001","Xochitl Torres Small","Matt Rosendale","46","44"
"459","Tarrance","NRCC","Tarrance Group","B+","7/7/20","7/9/20","400","lv","2020","11/3/20","Yvette Herrell","New Mexico","35","02","3502","Cindy Axne","Yvette Herrell","43","46"
"460","Tarrance","NRCC","Tarrance Group","B+","7/7/20","7/9/20","400","lv","2020","11/3/20","David Young","Iowa","19","03","1903","Alyse S. Galvin","David Young","43","44"
"461","PPP","Election Twitter","Public Policy Polling","A-","7/7/20","7/8/20","1081","v","2020","11/3/20","Don Young","Alaska","02","01","0201","Roger Polack","Don Young","39","41"
"462","PPP",NA,"Public Policy Polling","A-","7/7/20","7/8/20","1007","v","2020","11/3/20","Bryan Steil","Wisconsin","55","01","5501","Angie Craig","Bryan Steil","45","49"
"463","Harper Polling",NA,"Harper Polling","B/C","7/6/20","7/8/20","401","lv","2020","11/3/20","Tyler Kistner","Minnesota","27","02","2702","Kara Eastman","Tyler Kistner","50","36"
"464","Greenberg Quinlan Rosner",NA,"GQR","B","6/30/20","7/5/20","502","lv","2020","11/3/20","Don Bacon","Nebraska","31","02","3102","Amy Kennedy","Don Bacon","44","49"
"465","DCCC Targeting Team","DCCC","DCCC Targeting and Analytics Department","B/C","6/30/20","7/3/20","404","lv","2020","11/3/20","Jeff Van Drew","New Jersey","34","02","3402","Kate Schroder","Jeff Van Drew","46","47"
"466","Greenberg Quinlan Rosner",NA,"GQR","B","6/29/20","7/2/20","605","lv","2020","11/3/20","Steve Chabot","Ohio","39","01","3901","Phil Arballo","Steve Chabot","42","48"
"467","Strategies 360",NA,"Strategies 360","B/C","6/23/20","6/29/20","400","lv","2020","11/3/20","Devin Nunes","California","06","22","0622","Christina Hale","Devin Nunes","51","51"
"468","GBAO",NA,"GBAO","B/C","6/25/20","6/28/20","500","lv","2020","11/3/20","Victoria Spartz","Indiana","18","05","1805","Stephen Daniel","Victoria Spartz","41","45"
"469","DCCC Targeting Team","DCCC","DCCC Targeting and Analytics Department","B/C","6/24/20","6/28/20","376","lv","2020","11/3/20","Ron Wright","Texas","48","06","4806","Kathleen Williams","Ron Wright","47","45"
"470","Global Strategy Group",NA,"Global Strategy Group","B/C","6/24/20","6/28/20","500","lv","2020","11/3/20","Matt Rosendale","Montana","30","01","3001","Kathleen Williams","Matt Rosendale","36.5","47"
"471","University of Montana",NA,"University of Montana",NA,"6/17/20","6/26/20","517","rv","2020","11/3/20","Matt Rosendale","Montana","30","01","3001","Bryant Cameron Webb","Matt Rosendale","41","45"
"472","PPP","314 Action","Public Policy Polling","A-","6/24/20","6/25/20","1163","v","2020","11/3/20","Bob Good","Virginia","51","05","5105","Joyce Ann Elliott","Bob Good","43","43"
"473","Anzalone Liszt Grove",NA,"ALG Research","B/C","6/18/20","6/24/20","501","lv","2020","11/3/20","French Hill","Arkansas","05","02","0502","Kristy Marie Gnibus","French Hill","40","50"
"474","PPP",NA,"Public Policy Polling","A-","6/22/20","6/23/20","726","v","2020","11/3/20","Mike Kelly","Pennsylvania","42","16","4216","Dana Balter","Mike Kelly","48","48"
"475","DCCC Targeting Team","DCCC","DCCC Targeting and Analytics Department","B/C","6/18/20","6/22/20","400","lv","2020","11/3/20","John Katko","New York","36","24","3624","Carolyn Bourdeaux","John Katko","42","45"
"476","PPP","Emily's List","Public Policy Polling","A-","6/19/20","6/20/20","589","v","2020","11/3/20","Rich McCormick","Georgia","13","07","1307","Candace Valenzuela","Rich McCormick","45","39"
"477","Anzalone Liszt Grove","DCCC","ALG Research","B/C","6/11/20","6/15/20","400","lv","2020","11/3/20","Beth Van Duyne","Texas","48","24","4824","Audrey Denney","Beth Van Duyne","41","39"
"478","Lake Research",NA,"Lake Research Partners","A/B","6/10/20","6/14/20","500","lv","2020","11/3/20","Doug LaMalfa","California","06","01","0601","Christina M. Finello","Doug LaMalfa","46","46"
"479","Victoria Research","House Majority PAC","Victoria Research & Consulting","B/C","6/7/20","6/14/20","403","lv","2020","11/3/20","Brian Fitzpatrick","Pennsylvania","42","01","4201","Dan Feehan","Brian Fitzpatrick","43","46"
"480","Garin Hart Yang",NA,"Garin-Hart-Yang Research Group","B-","6/9/20","6/13/20","601","lv","2020","11/3/20","Jim Hagedorn","Minnesota","27","01","2701","Christina M. Finello","Jim Hagedorn","38","42"
"481","PPP",NA,"Public Policy Polling","A-","6/10/20","6/11/20","753","v","2020","11/3/20","Brian Fitzpatrick","Pennsylvania","42","01","4201","Dana Balter","Brian Fitzpatrick","47","40"
"482","Normington, Petts & Associates","House Majority PAC","Normington, Petts & Associates","B/C","6/8/20","6/10/20","400","lv","2020","11/3/20","John Katko","New York","36","24","3624","Hillary Scholten","John Katko","c(40, 40)","47"
"483","Anzalone Liszt Grove",NA,"ALG Research","B/C","6/3/20","6/7/20","502","lv","2020","11/3/20","Peter Meijer","Michigan","26","03","2603","Eugene A. DePasquale","Peter Meijer","47","39"
"484","GBAO",NA,"GBAO","B/C","5/28/20","5/31/20","600","lv","2020","11/3/20","Eugene A. DePasquale","Pennsylvania","42","10","4210","Eugene A. DePasquale","Scott Perry","47","50"
"485","Data for Progress",NA,"Data for Progress","B","5/21/20","5/27/20","589","lv","2020","11/3/20","Alyse S. Galvin","Alaska","02","01","0201","Alyse S. Galvin","Don Young","43","42"
"486","Remington",NA,"Remington Research Group","B","5/19/20","5/20/20","669","lv","2020","11/3/20","Gina Ortiz Jones","Texas","48","23","4823","Gina Ortiz Jones","Tony Gonzales","45","43"
"487","First Tuesday Strategies",NA,"First Tuesday Strategies",NA,"5/15/20","5/18/20","500","lv","2020","11/3/20","Joe Cunningham","South Carolina","45","01","4501","Joe Cunningham","Nancy Mace","c(43.71, 43.15)","45.06"
"488","First Tuesday Strategies",NA,"First Tuesday Strategies",NA,"5/15/20","5/18/20","500","lv","2020","11/3/20","Kathy Landing","South Carolina","45","01","4501","Kara Eastman","Kathy Landing","48","44.81"
"489","DCCC Targeting Team","DCCC","DCCC Targeting and Analytics Department","B/C","5/7/20","5/10/20","448","lv","2020","11/3/20","Don Bacon","Nebraska","31","02","3102","Christy Smith","Don Bacon","48","47"
"490","DCCC Targeting Team","DCCC","DCCC Targeting and Analytics Department","B/C","5/6/20","5/10/20","675","lv","2020","5/12/20","Mike Garcia","California","06","25","0625","Jon Hoadley","Mike Garcia","38","46"
"491","Victoria Research",NA,"Victoria Research & Consulting","B/C","5/2/20","5/5/20","400","lv","2020","11/3/20","Fred Upton","Michigan","26","06","2606","Brynne S. Kennedy","Fred Upton","40","37"
"492","Lake Research",NA,"Lake Research Partners","A/B","4/26/20","5/4/20","2196","lv","2020","11/3/20","Tom McClintock","California","06","04","0604","Kate Schroder","Tom McClintock","43","46"
"493","DCCC Targeting Team","DCCC","DCCC Targeting and Analytics Department","B/C","4/29/20","4/30/20","455","lv","2020","11/3/20","Steve Chabot","Ohio","39","01","3901","Ammar Campa-Najjar","Steve Chabot","45","50"
"494","Strategies 360",NA,"Strategies 360","B/C","3/18/20","3/21/20","400","lv","2020","11/3/20","Darrell Issa","California","06","50","0650","Lucy McBath","Darrell Issa","47","48"
"495","North Star Opinion Research","NRCC","North Star Opinion Research","B/C","3/15/20","3/17/20","400","rv","2020","11/3/20","Karen Handel","Georgia","13","06","1306","Kathleen Williams","Karen Handel","45","49"
"496","PPP","End Citizens United","Public Policy Polling","A-","3/12/20","3/13/20","903","v","2020","11/3/20","Matt Rosendale","Montana","30","01","3001","Dan Feehan","Matt Rosendale","33","45"
"497","Harper Polling",NA,"Harper Polling","B/C","3/10/20","3/12/20","406","lv","2020","11/3/20","Jim Hagedorn","Minnesota","27","01","2701","Cindy Axne","Jim Hagedorn","48","49"
"498","Tarrance","NRCC","Tarrance Group","B+","3/10/20","3/12/20","400","rv","2020","11/3/20","David Young","Iowa","19","03","1903","Tom Malinowski","David Young","38","48"
"499","Basswood Research","Congressional Leadership Fund","Basswood Research","B/C","3/10/20","3/11/20","400","lv","2020","11/3/20","Thomas H. Kean Jr.","New Jersey","34","07","3407","Conor Lamb","Thomas H. Kean Jr.","54","39"
"500","OnMessage Inc.",NA,"OnMessage","B/C","3/9/20","3/11/20","400","lv","2020","11/3/20","Richard Sean Parnell","Pennsylvania","42","17","4217","Lizzie Fletcher","Richard Sean Parnell","45","36"
"501","Remington",NA,"Remington Research Group","B","3/4/20","3/5/20","1044","lv","2020","11/3/20","Wesley Hunt","Texas","48","07","4807","Abby Finkenauer","Wesley Hunt","45","45"
"502","POS","NRCC","Public Opinion Strategies","A-","3/3/20","3/5/20","400","lv","2020","11/3/20","Ashley Hinson","Iowa","19","01","1901","Jill Schupp","Ashley Hinson","40","44"
"503","Remington","Missouri Scout","Remington Research Group","B","2/19/20","2/20/20","1360","lv","2020","11/3/20","Ann Wagner","Missouri","29","02","2902","Harley Rouda","Ann Wagner","22.8","50"
"504","Point Blank Political",NA,"Point Blank Political","C/D","1/24/20","1/24/20","360","lv","2020","11/3/20","Brian Burley","California","06","48","0648","Margaret Good","Brian Burley","33","65.4"
"505","Data Targeting",NA,"Data Targeting","B/C","1/14/20","1/16/20","400","lv","2020","11/3/20","Vern Buchanan","Florida","12","16","1216","Abby Finkenauer","Vern Buchanan","44","53"
"506","Harper Polling","Future Leaders Fund","Harper Polling","B/C","1/11/20","1/12/20","400","lv","2020","11/3/20","Ashley Hinson","Iowa","19","01","1901","Stephanie Murphy","Ashley Hinson","42.6","40"
"507","Gravis Marketing",NA,"Gravis Marketing","B","1/2/20","1/3/20","813","rv","2020","11/3/20","Joel Greenberg","Florida","12","07","1207","Xochitl Torres Small","Joel Greenberg","46","42.5"
"508","POS","Congressional Leadership Fund","Public Opinion Strategies","A-","12/18/19","12/19/19","400","lv","2020","11/3/20","Yvette Herrell","New Mexico","35","02","3502","Sean Casten","Yvette Herrell","37.5","48"
"509","Ogden & Fry",NA,"Ogden & Fry","B/C","12/17/19","12/17/19","575","lv","2020","11/3/20","Jeanne M. Ives","Illinois","17","06","1706","Shannon Hutcheson","Jeanne M. Ives","41","47"
"510","Remington","Congressional Leadership Fund","Remington Research Group","B","11/6/19","11/7/19","848","lv","2020","11/3/20","Michael McCaul","Texas","48","10","4810","Debbie Wachspress","Michael McCaul","36","50"
"511","Remington","Congressional Leadership Fund","Remington Research Group","B","11/6/19","11/7/19","803","lv","2020","11/3/20","Brian Fitzpatrick","Pennsylvania","42","01","4201","Ben McAdams","Brian Fitzpatrick","45","50"
"512","Remington",NA,"Remington Research Group","B","10/5/19","10/6/19","819","lv","2020","11/3/20","Jay McFarland","Utah","49","04","4904","Charlie Crist","Jay McFarland","42","40"
"513","TP Research",NA,"TP Research","C/D","9/26/19","10/2/19","692","lv","2020","11/3/20","Darrell Issa","California","06","50","0650","Charlie Crist","Darrell Issa","42","36"
"514","St. Pete Polls",NA,"St. Pete Polls","B+","9/25/19","9/25/19","1254","rv","2020","11/3/20","Rick Baker","Florida","12","13","1213","Kara Eastman","Rick Baker","49","35.3"
"515","Greenberg Quinlan Rosner",NA,"GQR","B","9/9/19","9/12/19","400","lv","2020","11/3/20","Don Bacon","Nebraska","31","02","3102","Daniel Kent McCready","Don Bacon","c(44, 48)","50"
"516","co/efficient",NA,"co/efficient","B/C","9/5/19","9/6/19","1175","lv","2019","9/10/19","Dan Bishop","North Carolina","37","09","3709","Daniel Kent McCready","Dan Bishop","c(49, 51)","c(44, 45)"
