Count,pollster,sample_size,type,bmonth,bday,year,emonth,eday,days_until_election,poll_date,party,support,President_party,H_incumbent,D_majorvote_pct,R_majorvote_pct,D_totalvote_pct,R_totalvote_pct,resid,unrate
2018,Harvard-Harris,1835,RV,10,26,2018,10,28,11,2018-10-28,D,47,R,R,54.35,45.65,53.39,44.85,7.350000000000001,3.8
2019,Reuters/Ipsos,1383,LV,10,24,2018,10,30,13,2018-10-30,D,49,R,R,54.35,45.65,53.39,44.85,5.350000000000001,3.8
2020,Rasmussen Reports,2500,LV,10,21,2018,10,25,16,2018-10-25,D,47,R,R,54.35,45.65,53.39,44.85,7.350000000000001,3.8
2021,Economist/YouGov,1233,RV,10,21,2018,10,23,16,2018-10-23,D,47,R,R,54.35,45.65,53.39,44.85,7.350000000000001,3.8
2022,NPR/PBS/Marist,738,RV,10,21,2018,10,23,16,2018-10-23,D,50,R,R,54.35,45.65,53.39,44.85,4.350000000000001,3.8
2023,Reuters/Ipsos,2062,LV,10,17,2018,10,23,20,2018-10-23,D,49,R,R,54.35,45.65,53.39,44.85,5.350000000000001,3.8
2024,USA Today/Suffolk,1000,LV,10,18,2018,10,22,19,2018-10-22,D,51,R,R,54.35,45.65,53.39,44.85,3.3500000000000014,3.8
2025,Rasmussen Reports,2500,LV,10,14,2018,10,18,23,2018-10-18,D,47,R,R,54.35,45.65,53.39,44.85,7.350000000000001,3.8
2026,NBC News/Wall St. Jrnl,645,LV,10,14,2018,10,17,23,2018-10-17,D,50,R,R,54.35,45.65,53.39,44.85,4.350000000000001,3.8
2027,Economist/YouGov,1273,RV,10,14,2018,10,16,23,2018-10-16,D,46,R,R,54.35,45.65,53.39,44.85,8.350000000000001,3.8
2028,FOX News,841,LV,10,13,2018,10,16,24,2018-10-16,D,49,R,R,54.35,45.65,53.39,44.85,5.350000000000001,3.8
2029,Reuters/Ipsos,1194,LV,10,10,2018,10,16,27,2018-10-16,D,51,R,R,54.35,45.65,53.39,44.85,3.3500000000000014,3.8
2030,ABC News/Wash Post,991,RV,10,8,2018,10,11,29,2018-10-11,D,53,R,R,54.35,45.65,53.39,44.85,1.3500000000000014,3.8
2031,Rasmussen Reports,2500,LV,10,7,2018,10,11,30,2018-10-11,D,45,R,R,54.35,45.65,53.39,44.85,9.350000000000001,3.8
2032,Economist/YouGov,1162,RV,10,7,2018,10,9,30,2018-10-09,D,47,R,R,54.35,45.65,53.39,44.85,7.350000000000001,3.8
2033,Reuters/Ipsos,2012,LV,10,3,2018,10,9,34,2018-10-09,D,50,R,R,54.35,45.65,53.39,44.85,4.350000000000001,3.8
2034,CNBC,800,A,10,4,2018,10,7,33,2018-10-07,D,42,R,R,54.35,45.65,53.39,44.85,12.350000000000001,3.8
2036,Emerson,1000,RV,10,1,2018,10,4,36,2018-10-04,D,50,R,R,54.35,45.65,53.39,44.85,4.350000000000001,3.8
2037,Rasmussen Reports,2500,LV,9,30,2018,10,4,37,2018-10-04,D,45,R,R,54.35,45.65,53.39,44.85,9.350000000000001,3.8
2038,Economist/YouGov,1227,RV,9,30,2018,10,2,37,2018-10-02,D,45,R,R,54.35,45.65,53.39,44.85,9.350000000000001,3.8
2039,NPR/PBS/Marist,996,RV,10,1,2018,10,1,36,2018-10-01,D,48,R,R,54.35,45.65,53.39,44.85,6.350000000000001,3.8
2040,IBD/TIPP,846,RV,9,27,2018,10,3,40,2018-10-03,D,45,R,R,54.35,45.65,53.39,44.85,9.350000000000001,3.8
2041,Reuters/Ipsos,1840,LV,9,26,2018,10,2,41,2018-10-02,D,50,R,R,54.35,45.65,53.39,44.85,4.350000000000001,3.8
2042,Harvard-Harris,1330,RV,9,29,2018,9,30,38,2018-09-30,D,45,R,R,54.35,45.65,53.39,44.85,9.350000000000001,3.8
2043,Quinnipiac,1111,RV,9,27,2018,9,30,40,2018-09-30,D,49,R,R,54.35,45.65,53.39,44.85,5.350000000000001,3.8
2044,Rasmussen Reports,2500,LV,9,23,2018,9,27,44,2018-09-27,D,47,R,R,54.35,45.65,53.39,44.85,7.350000000000001,3.8
2045,Harvard-Harris,1228,RV,9,26,2018,9,27,41,2018-09-27,D,45,R,R,54.35,45.65,53.39,44.85,9.350000000000001,3.8
2046,Economist/YouGov,1238,RV,9,23,2018,9,25,44,2018-09-25,D,46,R,R,54.35,45.65,53.39,44.85,8.350000000000001,3.8
2047,NPR/PBS/Marist,802,RV,9,22,2018,9,24,45,2018-09-24,D,48,R,R,54.35,45.65,53.39,44.85,6.350000000000001,3.8
2048,Reuters/Ipsos,1425,LV,9,19,2018,9,25,48,2018-09-25,D,48,R,R,54.35,45.65,53.39,44.85,6.350000000000001,3.8
2049,Pew Research,1439,RV,9,18,2018,9,24,49,2018-09-24,D,52,R,R,54.35,45.65,53.39,44.85,2.3500000000000014,3.8
2050,Gallup,1308,RV,9,17,2018,9,23,50,2018-09-23,D,51,R,R,54.35,45.65,53.39,44.85,3.3500000000000014,3.8
2051,Rasmussen Reports,2500,LV,9,16,2018,9,20,51,2018-09-20,D,46,R,R,54.35,45.65,53.39,44.85,8.350000000000001,3.8
2052,FOX News,818,LV,9,16,2018,9,19,51,2018-09-19,D,49,R,R,54.35,45.65,53.39,44.85,5.350000000000001,3.8
2053,NBC News/Wall St. Jrnl,594,LV,9,16,2018,9,19,51,2018-09-19,D,51,R,R,54.35,45.65,53.39,44.85,3.3500000000000014,3.8
2054,Economist/YouGov,1195,RV,9,16,2018,9,18,51,2018-09-18,D,45,R,R,54.35,45.65,53.39,44.85,9.350000000000001,3.8
2055,Reuters/Ipsos,1304,LV,9,12,2018,9,18,55,2018-09-18,D,48,R,R,54.35,45.65,53.39,44.85,6.350000000000001,3.8
2056,Rasmussen Reports,2500,LV,9,9,2018,9,13,58,2018-09-13,D,47,R,R,54.35,45.65,53.39,44.85,7.350000000000001,3.8
2057,Economist/YouGov,1220,RV,9,9,2018,9,11,58,2018-09-11,D,44,R,R,54.35,45.65,53.39,44.85,10.350000000000001,3.8
2058,Reuters/Ipsos,1226,LV,9,5,2018,9,11,62,2018-09-11,D,49,R,R,54.35,45.65,53.39,44.85,5.350000000000001,3.8
2059,Quinnipiac,1038,RV,9,6,2018,9,9,61,2018-09-09,D,52,R,R,54.35,45.65,53.39,44.85,2.3500000000000014,3.8
2060,CNN,775,LV,9,6,2018,9,9,61,2018-09-09,D,52,R,R,54.35,45.65,53.39,44.85,2.3500000000000014,3.8
2061,NPR/Marist,777,RV,9,5,2018,9,9,62,2018-09-09,D,50,R,R,54.35,45.65,53.39,44.85,4.350000000000001,3.8
2062,Rasmussen Reports,2500,LV,9,2,2018,9,6,65,2018-09-06,D,46,R,R,54.35,45.65,53.39,44.85,8.350000000000001,3.8
2063,Economist/YouGov,1254,RV,9,2,2018,9,4,65,2018-09-04,D,45,R,R,54.35,45.65,53.39,44.85,9.350000000000001,3.8
2064,Reuters/Ipsos,2012,RV,8,29,2018,9,4,69,2018-09-04,D,44,R,R,54.35,45.65,53.39,44.85,10.350000000000001,3.8
2065,Grinnell/Selzer,779,LV,8,29,2018,9,2,69,2018-09-02,D,45,R,R,54.35,45.65,53.39,44.85,9.350000000000001,3.8
2066,Emerson,1000,RV,8,29,2018,8,31,69,2018-08-31,D,52,R,R,54.35,45.65,53.39,44.85,2.3500000000000014,3.8
2067,Rasmussen Reports,2500,LV,8,26,2018,8,30,72,2018-08-30,D,46,R,R,54.35,45.65,53.39,44.85,8.350000000000001,3.8
2068,ABC News/Wash Post,879,RV,8,26,2018,8,29,72,2018-08-29,D,52,R,R,54.35,45.65,53.39,44.85,2.3500000000000014,3.8
2069,Economist/YouGov,1249,RV,8,26,2018,8,28,72,2018-08-28,D,45,R,R,54.35,45.65,53.39,44.85,9.350000000000001,3.8
2070,USA Today/Suffolk,1000,RV,8,23,2018,8,28,75,2018-08-28,D,50,R,R,54.35,45.65,53.39,44.85,4.350000000000001,3.8
2071,IBD/TIPP,857,RV,8,23,2018,8,30,75,2018-08-30,D,50,R,R,54.35,45.65,53.39,44.85,4.350000000000001,3.8
2073,Harvard-Harris,1330,RV,8,22,2018,8,23,76,2018-08-23,D,45,R,R,54.35,45.65,53.39,44.85,9.350000000000001,3.8
2074,Rasmussen Reports,2500,LV,8,19,2018,8,23,79,2018-08-23,D,46,R,R,54.35,45.65,53.39,44.85,8.350000000000001,3.8
2075,NBC News/Wall St. Jrnl,900,RV,8,18,2018,8,22,80,2018-08-22,D,50,R,R,54.35,45.65,53.39,44.85,4.350000000000001,3.8
2076,Economist/YouGov,1247,RV,8,19,2018,8,21,79,2018-08-21,D,44,R,R,54.35,45.65,53.39,44.85,10.350000000000001,3.8
2077,FOX News,1009,RV,8,19,2018,8,21,79,2018-08-21,D,49,R,R,54.35,45.65,53.39,44.85,5.350000000000001,3.8
2078,Reuters/Ipsos,1885,RV,8,15,2018,8,21,83,2018-08-21,D,41,R,R,54.35,45.65,53.39,44.85,13.350000000000001,3.8
2079,Monmouth,725,RV,8,15,2018,8,19,83,2018-08-19,D,48,R,R,54.35,45.65,53.39,44.85,6.350000000000001,3.8
2080,Rasmussen Reports,2500,LV,8,12,2018,8,16,86,2018-08-16,D,44,R,R,54.35,45.65,53.39,44.85,10.350000000000001,3.8
2081,Economist/YouGov,1250,RV,8,12,2018,8,14,86,2018-08-14,D,44,R,R,54.35,45.65,53.39,44.85,10.350000000000001,3.8
2082,Reuters/Ipsos,1860,RV,8,8,2018,8,14,90,2018-08-14,D,45,R,R,54.35,45.65,53.39,44.85,9.350000000000001,3.8
2083,Quinnipiac,1175,RV,8,9,2018,8,13,89,2018-08-13,D,51,R,R,54.35,45.65,53.39,44.85,3.3500000000000014,3.8
2084,CNN,921,RV,8,9,2018,8,12,89,2018-08-12,D,52,R,R,54.35,45.65,53.39,44.85,2.3500000000000014,3.8
2085,Pew Research,3986,RV,7,30,2018,8,12,99,2018-08-12,D,46,R,R,54.35,45.65,53.39,44.85,8.350000000000001,3.8
2086,Rasmussen Reports,2500,LV,8,5,2018,8,9,93,2018-08-09,D,48,R,R,54.35,45.65,53.39,44.85,6.350000000000001,3.8
2087,Economist/YouGov,1289,RV,8,5,2018,8,7,93,2018-08-07,D,44,R,R,54.35,45.65,53.39,44.85,10.350000000000001,3.8
2088,Reuters/Ipsos,1479,RV,8,3,2018,8,7,95,2018-08-07,D,41,R,R,54.35,45.65,53.39,44.85,13.350000000000001,3.8
2089,Rasmussen Reports,2500,LV,7,29,2018,8,2,100,2018-08-02,D,45,R,R,54.35,45.65,53.39,44.85,9.350000000000001,3.8
2090,IBD/TIPP,878,RV,7,26,2018,8,2,103,2018-08-02,D,45,R,R,54.35,45.65,53.39,44.85,9.350000000000001,3.8
2091,Economist/YouGov,1222,RV,7,29,2018,7,31,100,2018-07-31,D,44,R,R,54.35,45.65,53.39,44.85,10.350000000000001,3.8
2092,Reuters/Ipsos,1571,RV,7,27,2018,7,31,102,2018-07-31,D,42,R,R,54.35,45.65,53.39,44.85,12.350000000000001,3.8
2093,Rasmussen Reports,2500,LV,7,22,2018,7,26,107,2018-07-26,D,46,R,R,54.35,45.65,53.39,44.85,8.350000000000001,3.8
2094,Harvard-Harris,1323,RV,7,24,2018,7,25,105,2018-07-25,D,43,R,R,54.35,45.65,53.39,44.85,11.350000000000001,3.8
2095,Economist/YouGov,1203,RV,7,22,2018,7,24,107,2018-07-24,D,44,R,R,54.35,45.65,53.39,44.85,10.350000000000001,3.8
2096,Reuters/Ipsos,1165,RV,7,20,2018,7,24,109,2018-07-24,D,42,R,R,54.35,45.65,53.39,44.85,12.350000000000001,3.8
2097,NPR/PBS/Marist,923,RV,7,19,2018,7,22,110,2018-07-22,D,47,R,R,54.35,45.65,53.39,44.85,7.350000000000001,3.8
2098,Quinnipiac,1177,RV,7,18,2018,7,23,111,2018-07-23,D,51,R,R,54.35,45.65,53.39,44.85,3.3500000000000014,3.8
2099,Rasmussen Reports,2500,LV,7,15,2018,7,19,114,2018-07-19,D,47,R,R,54.35,45.65,53.39,44.85,7.350000000000001,3.8
2100,NBC News/Wall St. Jrnl,900,RV,7,15,2018,7,18,114,2018-07-18,D,49,R,R,54.35,45.65,53.39,44.85,5.350000000000001,3.8
2101,Economist/YouGov,1272,RV,7,15,2018,7,17,114,2018-07-17,D,45,R,R,54.35,45.65,53.39,44.85,9.350000000000001,3.8
2102,Rasmussen Reports,2500,LV,7,8,2018,7,12,121,2018-07-12,D,46,R,R,54.35,45.65,53.39,44.85,8.350000000000001,3.8
2103,Reuters/Ipsos,2357,RV,7,13,2018,7,17,116,2018-07-17,D,44,R,R,54.35,45.65,53.39,44.85,10.350000000000001,3.8
2104,FOX News,1007,RV,7,9,2018,7,11,120,2018-07-11,D,48,R,R,54.35,45.65,53.39,44.85,6.350000000000001,3.8
2105,Economist/YouGov,1246,RV,7,8,2018,7,10,121,2018-07-10,D,42,R,R,54.35,45.65,53.39,44.85,12.350000000000001,3.8
2106,Reuters/Ipsos,1295,RV,7,6,2018,7,10,123,2018-07-10,D,47,R,R,54.35,45.65,53.39,44.85,7.350000000000001,3.8
2107,Emerson,900,RV,7,6,2018,7,7,123,2018-07-07,D,49,R,R,54.35,45.65,53.39,44.85,5.350000000000001,3.8
2108,Rasmussen Reports,2500,LV,7,1,2018,7,5,128,2018-07-05,D,48,R,R,54.35,45.65,53.39,44.85,6.350000000000001,3.8
2110,Rasmussen Reports,2500,LV,6,24,2018,6,28,135,2018-06-28,D,46,R,R,54.35,45.65,53.39,44.85,8.350000000000001,3.8
2111,Reuters/Ipsos,2252,RV,6,28,2018,7,2,131,2018-07-02,D,44,R,R,54.35,45.65,53.39,44.85,10.350000000000001,3.8
2112,Quinnipiac,1020,RV,6,27,2018,7,1,132,2018-07-01,D,50,R,R,54.35,45.65,53.39,44.85,4.350000000000001,3.8
2113,Harvard-Harris,1448,RV,6,24,2018,6,25,135,2018-06-25,D,45,R,R,54.35,45.65,53.39,44.85,9.350000000000001,3.8
2114,IBD/TIPP,900,A,6,21,2018,6,29,138,2018-06-29,D,48,R,R,54.35,45.65,53.39,44.85,6.350000000000001,3.8
2115,Economist/YouGov,1278,RV,6,24,2018,6,26,135,2018-06-26,D,43,R,R,54.35,45.65,53.39,44.85,11.350000000000001,3.8
2116,Reuters/Ipsos,1199,RV,6,22,2018,6,26,137,2018-06-26,D,41,R,R,54.35,45.65,53.39,44.85,13.350000000000001,3.8
2117,Rasmussen Reports,2500,LV,6,17,2018,6,21,142,2018-06-21,D,45,R,R,54.35,45.65,53.39,44.85,9.350000000000001,3.8
2118,Economist/YouGov,1272,RV,6,17,2018,6,19,142,2018-06-19,D,44,R,R,54.35,45.65,53.39,44.85,10.350000000000001,3.8
2119,Reuters/Ipsos,1604,RV,6,15,2018,6,19,144,2018-06-19,D,42,R,R,54.35,45.65,53.39,44.85,12.350000000000001,3.8
2120,USA Today/Suffolk,1000,RV,6,13,2018,6,18,146,2018-06-18,D,45,R,R,54.35,45.65,53.39,44.85,9.350000000000001,3.8
2121,Quinnipiac,905,RV,6,14,2018,6,17,145,2018-06-17,D,49,R,R,54.35,45.65,53.39,44.85,5.350000000000001,3.8
2122,CNN,901,RV,6,14,2018,6,17,145,2018-06-17,D,50,R,R,54.35,45.65,53.39,44.85,4.350000000000001,3.8
2123,Gallup,1346,RV,6,11,2018,6,17,148,2018-06-17,D,48,R,R,54.35,45.65,53.39,44.85,6.350000000000001,3.8
2124,Monmouth,711,RV,6,12,2018,6,13,147,2018-06-13,D,48,R,R,54.35,45.65,53.39,44.85,6.350000000000001,3.8
2125,Rasmussen Reports,2500,LV,6,10,2018,6,14,149,2018-06-14,D,45,R,R,54.35,45.65,53.39,44.85,9.350000000000001,3.8
2126,Economist/YouGov,1308,RV,6,10,2018,6,12,149,2018-06-12,D,43,R,R,54.35,45.65,53.39,44.85,11.350000000000001,3.8
2127,Reuters/Ipsos,2018,RV,6,8,2018,6,12,151,2018-06-12,D,45,R,R,54.35,45.65,53.39,44.85,9.350000000000001,3.8
2128,PPP (D),679,RV,6,8,2018,6,10,151,2018-06-10,D,46,R,R,54.35,45.65,53.39,44.85,8.350000000000001,3.8
2129,Pew Research,1608,RV,6,5,2018,6,12,154,2018-06-12,D,48,R,R,54.35,45.65,53.39,44.85,6.350000000000001,3.8
2130,Rasmussen Reports,2500,LV,6,3,2018,6,7,156,2018-06-07,D,44,R,R,54.35,45.65,53.39,44.85,10.350000000000001,3.8
2131,FOX News,1001,RV,6,3,2018,6,6,156,2018-06-06,D,48,R,R,54.35,45.65,53.39,44.85,6.350000000000001,3.8
2132,Economist/YouGov,1292,RV,6,3,2018,6,5,156,2018-06-05,D,44,R,R,54.35,45.65,53.39,44.85,10.350000000000001,3.8
2133,Reuters/Ipsos,1265,RV,6,1,2018,6,5,158,2018-06-05,D,43,R,R,54.35,45.65,53.39,44.85,11.350000000000001,3.8
2134,NBC News/Wall St. Jrnl,900,RV,6,1,2018,6,4,158,2018-06-04,D,50,R,R,54.35,45.65,53.39,44.85,4.350000000000001,3.8
2135,Quinnipiac,1223,RV,5,31,2018,6,5,159,2018-06-05,D,47,R,R,54.35,45.65,53.39,44.85,7.350000000000001,3.8
2136,IBD/TIPP,905,A,5,29,2018,6,5,161,2018-06-05,D,47,R,R,54.35,45.65,53.39,44.85,7.350000000000001,3.8
2137,Rasmussen Reports,2500,LV,5,27,2018,5,31,163,2018-05-31,D,45,R,R,54.35,45.65,53.39,44.85,9.350000000000001,3.8
2138,Economist/YouGov,1279,RV,5,27,2018,5,29,163,2018-05-29,D,42,R,R,54.35,45.65,53.39,44.85,12.350000000000001,3.8
2139,Reuters/Ipsos,1931,RV,5,25,2018,5,29,165,2018-05-29,D,39,R,R,54.35,45.65,53.39,44.85,15.350000000000001,3.8
2140,Rasmussen Reports,2500,LV,5,21,2018,5,25,169,2018-05-25,D,43,R,R,54.35,45.65,53.39,44.85,11.350000000000001,3.8
2141,Harvard-Harris,1347,RV,5,21,2018,5,22,169,2018-05-22,D,44,R,R,54.35,45.65,53.39,44.85,10.350000000000001,3.8
2142,Economist/YouGov,1263,RV,5,20,2018,5,22,170,2018-05-22,D,43,R,R,54.35,45.65,53.39,44.85,11.350000000000001,3.8
2143,Reuters/Ipsos,1080,RV,5,18,2018,5,22,172,2018-05-22,D,40,R,R,54.35,45.65,53.39,44.85,14.350000000000001,3.8
2144,Rasmussen Reports,2500,LV,5,13,2018,5,17,177,2018-05-17,D,43,R,R,54.35,45.65,53.39,44.85,11.350000000000001,3.8
2145,Economist/YouGov,1231,RV,5,13,2018,5,15,177,2018-05-15,D,42,R,R,54.35,45.65,53.39,44.85,12.350000000000001,3.8
2147,Rasmussen Reports,2500,LV,5,6,2018,5,10,184,2018-05-10,D,46,R,R,54.35,45.65,53.39,44.85,8.350000000000001,3.8
2148,CNN,901,RV,5,2,2018,5,5,188,2018-05-05,D,47,R,R,54.35,45.65,53.39,44.85,7.350000000000001,3.8
2149,Economist/YouGov,1232,RV,5,6,2018,5,8,184,2018-05-08,D,44,R,R,54.35,45.65,53.39,44.85,10.350000000000001,3.8
2150,Reuters/Ipsos,1171,RV,5,4,2018,5,8,186,2018-05-08,D,39,R,R,54.35,45.65,53.39,44.85,15.350000000000001,3.8
2151,Economist/YouGov,1273,RV,4,29,2018,5,1,191,2018-05-01,D,42,R,R,54.35,45.65,53.39,44.85,12.350000000000001,3.8
2152,Reuters/Ipsos,1337,RV,4,27,2018,5,1,193,2018-05-01,D,43,R,R,54.35,45.65,53.39,44.85,11.350000000000001,3.8
2153,Pew Research,1221,RV,4,25,2018,5,1,195,2018-05-01,D,48,R,R,54.35,45.65,53.39,44.85,6.350000000000001,3.8
2154,Monmouth,681,RV,4,26,2018,4,30,194,2018-04-30,D,49,R,R,54.35,45.65,53.39,44.85,5.350000000000001,3.8
2155,Harvard-Harris,1549,RV,4,22,2018,4,24,198,2018-04-24,D,43,R,R,54.35,45.65,53.39,44.85,11.350000000000001,3.8
2156,Economist/YouGov,1270,RV,4,22,2018,4,24,198,2018-04-24,D,43,R,R,54.35,45.65,53.39,44.85,11.350000000000001,3.8
2157,Quinnipiac,1193,RV,4,20,2018,4,24,200,2018-04-24,D,48,R,R,54.35,45.65,53.39,44.85,6.350000000000001,3.8
2158,Reuters/Ipsos,1248,RV,4,20,2018,4,24,200,2018-04-24,D,45,R,R,54.35,45.65,53.39,44.85,9.350000000000001,3.8
2159,Economist/YouGov,1274,RV,4,15,2018,4,17,205,2018-04-17,D,43,R,R,54.35,45.65,53.39,44.85,11.350000000000001,3.8
2160,NPR/PBS/Marist,827,RV,4,10,2018,4,13,210,2018-04-13,D,44,R,R,54.35,45.65,53.39,44.85,10.350000000000001,3.8
2161,Reuters/Ipsos,1238,RV,4,13,2018,4,17,207,2018-04-17,D,44,R,R,54.35,45.65,53.39,44.85,10.350000000000001,3.8
2162,ABC News/Wash Post,865,RV,4,8,2018,4,11,212,2018-04-11,D,47,R,R,54.35,45.65,53.39,44.85,7.350000000000001,3.8
2163,NBC News/Wall St. Jrnl,900,A,4,8,2018,4,11,212,2018-04-11,D,47,R,R,54.35,45.65,53.39,44.85,7.350000000000001,3.8
2164,Economist/YouGov,1292,RV,4,8,2018,4,10,212,2018-04-10,D,44,R,R,54.35,45.65,53.39,44.85,10.350000000000001,3.8
2165,Rasmussen Reports,1000,LV,4,8,2018,4,9,212,2018-04-09,D,45,R,R,54.35,45.65,53.39,44.85,9.350000000000001,3.8
2166,Quinnipiac,1181,RV,4,6,2018,4,9,214,2018-04-09,D,46,R,R,54.35,45.65,53.39,44.85,8.350000000000001,3.8
2167,Reuters/Ipsos,1219,RV,4,6,2018,4,10,214,2018-04-10,D,44,R,R,54.35,45.65,53.39,44.85,10.350000000000001,3.8
2168,Economist/YouGov,1246,RV,4,1,2018,4,3,219,2018-04-03,D,43,R,R,54.35,45.65,53.39,44.85,11.350000000000001,3.8
2169,Reuters/Ipsos,1519,RV,3,30,2018,4,3,221,2018-04-03,D,43,R,R,54.35,45.65,53.39,44.85,11.350000000000001,3.8
2170,Harvard-Harris,1340,RV,3,27,2018,3,29,224,2018-03-29,D,45,R,R,54.35,45.65,53.39,44.85,9.350000000000001,3.8
2171,Reuters/Ipsos,1392,RV,3,23,2018,3,27,228,2018-03-27,D,42,R,R,54.35,45.65,53.39,44.85,12.350000000000001,3.8
2172,Economist/YouGov,1330,RV,3,25,2018,3,27,226,2018-03-27,D,42,R,R,54.35,45.65,53.39,44.85,12.350000000000001,3.8
2173,CNN,913,RV,3,22,2018,3,25,229,2018-03-25,D,50,R,R,54.35,45.65,53.39,44.85,4.350000000000001,3.8
2174,PPP (D),846,RV,3,23,2018,3,25,228,2018-03-25,D,50,R,R,54.35,45.65,53.39,44.85,4.350000000000001,3.8
2175,Marist,1015,RV,3,19,2018,3,21,232,2018-03-21,D,44,R,R,54.35,45.65,53.39,44.85,10.350000000000001,3.8
2176,FOX News,1014,RV,3,18,2018,3,21,233,2018-03-21,D,46,R,R,54.35,45.65,53.39,44.85,8.350000000000001,3.8
2177,Economist/YouGov,1284,RV,3,18,2018,3,20,233,2018-03-20,D,44,R,R,54.35,45.65,53.39,44.85,10.350000000000001,3.8
2178,Quinnipiac,1291,RV,3,16,2018,3,20,235,2018-03-20,D,49,R,R,54.35,45.65,53.39,44.85,5.350000000000001,3.8
2179,Reuters/Ipsos,1337,RV,3,16,2018,3,20,235,2018-03-20,D,40,R,R,54.35,45.65,53.39,44.85,14.350000000000001,3.8
2180,NBC News/Wall St. Jrnl,930,RV,3,10,2018,3,14,241,2018-03-14,D,50,R,R,54.35,45.65,53.39,44.85,4.350000000000001,3.8
2181,Economist/YouGov,1291,RV,3,10,2018,3,13,241,2018-03-13,D,43,R,R,54.35,45.65,53.39,44.85,11.350000000000001,3.8
2182,Reuters/Ipsos,1411,A,3,9,2018,3,13,242,2018-03-13,D,38,R,R,54.35,45.65,53.39,44.85,16.35,3.8
2184,Economist/YouGov,1310,RV,3,4,2018,3,6,247,2018-03-06,D,43,R,R,54.35,45.65,53.39,44.85,11.350000000000001,3.8
2185,Reuters/Ipsos,2927,A,3,2,2018,3,6,249,2018-03-06,D,38,R,R,54.35,45.65,53.39,44.85,16.35,3.8
2186,Quinnipiac,1122,RV,3,3,2018,3,5,248,2018-03-05,D,48,R,R,54.35,45.65,53.39,44.85,6.350000000000001,3.8
2187,Monmouth,708,RV,3,2,2018,3,5,249,2018-03-05,D,50,R,R,54.35,45.65,53.39,44.85,4.350000000000001,3.8
2188,Rasmussen Reports,1000,LV,3,1,2018,3,4,250,2018-03-04,D,46,R,R,54.35,45.65,53.39,44.85,8.350000000000001,3.8
2189,Economist/YouGov,1296,RV,2,25,2018,2,27,254,2018-02-27,D,40,R,R,54.35,45.65,53.39,44.85,14.350000000000001,3.8
2190,Reuters/Ipsos,1651,A,2,23,2018,2,27,256,2018-02-27,D,37,R,R,54.35,45.65,53.39,44.85,17.35,3.8
2191,USA Today/Suffolk,1000,RV,2,20,2018,2,24,259,2018-02-24,D,47,R,R,54.35,45.65,53.39,44.85,7.350000000000001,3.8
2192,CNN,909,RV,2,20,2018,2,23,259,2018-02-23,D,54,R,R,54.35,45.65,53.39,44.85,0.3500000000000014,3.8
2193,Marist,819,RV,2,20,2018,2,21,259,2018-02-21,D,46,R,R,54.35,45.65,53.39,44.85,8.350000000000001,3.8
2194,Economist/YouGov,1308,RV,2,18,2018,2,20,261,2018-02-20,D,43,R,R,54.35,45.65,53.39,44.85,11.350000000000001,3.8
2195,Reuters/Ipsos,1104,A,2,16,2018,2,20,263,2018-02-20,D,38,R,R,54.35,45.65,53.39,44.85,16.35,3.8
2196,Harvard-Harris,1934,RV,2,16,2018,2,19,263,2018-02-19,D,41,R,R,54.35,45.65,53.39,44.85,13.350000000000001,3.8
2197,Quinnipiac,1249,RV,2,16,2018,2,19,263,2018-02-19,D,53,R,R,54.35,45.65,53.39,44.85,1.3500000000000014,3.8
2198,Economist/YouGov,1280,RV,2,11,2018,2,13,268,2018-02-13,D,42,R,R,54.35,45.65,53.39,44.85,12.350000000000001,3.8
2199,Reuters/Ipsos,1515,A,2,9,2018,2,13,270,2018-02-13,D,39,R,R,54.35,45.65,53.39,44.85,15.350000000000001,3.8
2200,PPP (D),687,RV,2,9,2018,2,11,270,2018-02-11,D,49,R,R,54.35,45.65,53.39,44.85,5.350000000000001,3.8
2201,Marist,807,RV,2,5,2018,2,7,274,2018-02-07,D,49,R,R,54.35,45.65,53.39,44.85,5.350000000000001,3.8
2202,Economist/YouGov,1320,RV,2,4,2018,2,6,275,2018-02-06,D,43,R,R,54.35,45.65,53.39,44.85,11.350000000000001,3.8
2203,Reuters/Ipsos,3110,A,2,2,2018,2,6,277,2018-02-06,D,38,R,R,54.35,45.65,53.39,44.85,16.35,3.8
2204,Quinnipiac,1333,RV,2,2,2018,2,5,277,2018-02-05,D,49,R,R,54.35,45.65,53.39,44.85,5.350000000000001,3.8
2205,IBD/TIPP,832,RV,1,25,2018,2,2,285,2018-02-02,D,46,R,R,54.35,45.65,53.39,44.85,8.350000000000001,3.8
2206,Monmouth,711,RV,1,28,2018,1,30,282,2018-01-30,D,47,R,R,54.35,45.65,53.39,44.85,7.350000000000001,3.8
2207,Economist/YouGov,1264,RV,1,28,2018,1,30,282,2018-01-30,D,42,R,R,54.35,45.65,53.39,44.85,12.350000000000001,3.8
2208,Reuters/Ipsos,1856,A,1,26,2018,1,30,284,2018-01-30,D,37,R,R,54.35,45.65,53.39,44.85,17.35,3.8
2209,Rasmussen Reports,1000,LV,1,24,2018,1,25,286,2018-01-25,D,45,R,R,54.35,45.65,53.39,44.85,9.350000000000001,3.8
2210,FOX News,1002,RV,1,21,2018,1,23,289,2018-01-23,D,44,R,R,54.35,45.65,53.39,44.85,10.350000000000001,3.8
