pollster,sample_size,type,dem,rep,bmonth,bday,year,emonth,eday,days_until_election
NBC News/Wall St. Jrnl,NA,500,49,42,10,8,2016,10,9,31
Economist/YouGov,NA,971,42,39,10,7,2016,10,8,32
Economist/YouGov,NA,911,43,37,10,1,2016,10,3,38
Reuters/Ipsos,NA,1669,42,38,9,29,2016,10,3,40
FOX News,NA,911,44,43,9,27,2016,9,29,42
Reuters/Ipsos,NA,1041,42,36,9,22,2016,9,26,47
Bloomberg,NA,1002,46,44,9,21,2016,9,24,48
Economist/YouGov,NA,948,43,38,9,22,2016,9,24,47
NBC News/Wall St. Jrnl,NA,1000,48,45,9,16,2016,9,19,53
McClatchy/Marist,NA,758,49,45,9,15,2016,9,20,54
Economist/YouGov,NA,936,43,36,9,18,2016,9,19,51
Reuters/Ipsos,NA,1111,39,40,9,15,2016,9,19,54
Economist/YouGov,NA,926,44,38,9,10,2016,9,13,59
Reuters/Ipsos,NA,1752,40,38,9,8,2016,9,12,61
Economist/YouGov,NA,955,41,38,9,4,2016,9,6,65
Reuters/Ipsos,NA,1084,40,39,9,1,2016,9,5,68
CNN/ORC,NA,786,47,49,9,1,2016,9,4,68
GWU/Battleground,NA,1000,45,43,8,28,2016,9,1,72
McClatchy/Marist,NA,983,49,41,8,1,2016,8,3,99
NBC News/Wall St. Jrnl,NA,800,47,43,7,31,2016,8,3,100
PPP (D),NA,1276,47,44,7,29,2016,7,30,102
FOX News,NA,1017,46,41,6,26,2016,6,28,135
NBC News/Wall St. Jrnl,NA,1000,46,46,6,19,2016,6,23,142
NBC News/Wall St. Jrnl,NA,1000,48,44,5,15,2016,5,19,177
ABC News/Wash Post,NA,829,45,45,5,16,2016,5,19,176
GWU/Battleground,NA,1000,46,41,4,17,2016,4,20,205
NBC News/Wall St. Jrnl,NA,1000,47,45,4,10,2016,4,14,212
PPP (D),NA,1083,43,43,3,24,2016,3,26,229
PPP (D),NA,1236,47,41,2,2,2016,2,3,280
PPP (D),NA,1267,43,43,12,16,2015,12,17,328
NBC News/Wall St. Jrnl,NA,847,45,45,10,25,2015,10,29,380
Quinnipiac,NA,1644,37,39,7,23,2015,7,28,474
Quinnipiac,NA,1711,39,36,5,19,2015,5,26,539
Rasmussen Reports,NA,2500,38,38,5,10,2015,5,14,548
Politico/GWU/Battleground,NA,1000,47,46,11,4,2012,11,5,2
CNN/Opinion Research,NA,693,49,48,11,2,2012,11,4,4
Gallup,NA,2551,48,49,11,1,2012,11,4,5
Rasmussen Reports,NA,3500,46,46,10,29,2012,11,4,8
Politico/GWU/Battleground,NA,1000,46,46,10,29,2012,11,1,8
CBS News/NY Times,NA,563,46,48,10,25,2012,10,28,12
Rasmussen Reports,NA,3500,46,43,10,22,2012,10,28,15
NPR,NA,1000,43,43,10,23,2012,10,25,14
Politico/GWU/Battleground,NA,1000,46,45,10,22,2012,10,25,15
Rasmussen Reports,NA,3500,44,43,10,15,2012,10,21,22
Politico/GWU/Battleground,NA,1000,46,46,10,15,2012,10,18,22
Rasmussen Reports,NA,3500,42,43,10,8,2012,10,14,29
Politico/GWU/Battleground,NA,1000,44,46,10,7,2012,10,11,30
Rasmussen Reports,NA,3500,43,44,10,1,2012,10,7,36
Politico/GWU/Battleground,NA,1000,45,46,10,1,2012,10,4,36
NPR,NA,800,45,48,9,26,2012,9,30,41
Rasmussen Reports,NA,3500,45,41,9,24,2012,9,30,43
USA Today/Gallup,NA,1301,46,47,9,24,2012,9,27,43
Politico/GWU/Battleground,NA,1000,44,46,9,24,2012,9,27,43
Bloomberg,NA,789,45,43,9,21,2012,9,24,46
Rasmussen Reports,NA,3500,44,43,9,17,2012,9,23,50
Politico/GWU/Battleground,NA,1000,45,47,9,16,2012,9,20,51
Rasmussen Reports,NA,3500,44,43,9,10,2012,9,16,57
Democracy Corps (D),NA,1000,46,46,9,8,2012,9,12,59
Reuters/Ipsos,NA,942,43,49,9,7,2012,9,10,60
Rasmussen Reports,NA,3500,42,44,9,3,2012,9,9,64
Rasmussen Reports,NA,3500,43,42,8,27,2012,9,2,71
Democracy Corps (D),NA,1000,47,46,8,23,2012,8,27,75
Resurgent Republic (R),NA,1000,40,44,8,16,2012,8,22,82
Rasmussen Reports,NA,3500,42,42,8,20,2012,8,26,78
USA Today/Gallup,NA,955,47,47,8,20,2012,8,22,78
Rasmussen Reports,NA,3500,42,41,8,13,2012,8,19,85
Rasmussen Reports,NA,3500,42,39,8,6,2012,8,12,92
Politico/GWU/Battleground,NA,1000,45,43,8,5,2012,8,9,93
Reuters/Ipsos,NA,1014,46,46,8,2,2012,8,6,96
Rasmussen Reports,NA,3500,42,39,7,29,2012,8,5,100
Rasmussen Reports,NA,3500,43,40,7,23,2012,7,29,106
Democracy Corps (D),NA,700,46,46,7,21,2012,7,25,108
Rasmussen Reports,NA,3500,43,40,7,16,2012,7,22,113
Rasmussen Reports,NA,3500,43,40,7,9,2012,7,15,120
Reuters/Ipsos,NA,885,48,44,7,5,2012,7,9,124
Rasmussen Reports,NA,3500,43,40,7,2,2012,7,8,127
Quinnipiac,NA,2722,40,43,7,1,2012,7,8,128
Rasmussen Reports,NA,3500,41,40,6,25,2012,7,1,134
Newsweek/Daily Beast,NA,600,38,36,6,28,2012,6,28,131
Democracy Corps (D),NA,1000,46,45,6,23,2012,6,27,136
Rasmussen Reports,NA,3500,44,39,6,18,2012,6,24,141
Bloomberg,NA,734,41,48,6,15,2012,6,18,144
Rasmussen Reports,NA,3500,45,38,6,11,2012,6,17,148
Pew Research,NA,1563,43,47,6,7,2012,6,17,152
Reuters/Ipsos,NA,848,44,47,6,7,2012,6,11,152
Rasmussen Reports,NA,3500,45,39,6,4,2012,6,10,155
Rasmussen Reports,NA,3500,44,37,5,28,2012,6,3,162
CNN/Opinion Research,NA,895,45,48,5,29,2012,5,31,161
Rasmussen Reports,NA,3500,42,39,5,21,2012,5,27,169
Rasmussen Reports,NA,3500,43,39,5,14,2012,5,20,176
USA Today/Gallup,NA,1012,50,44,5,10,2012,5,13,180
Rasmussen Reports,NA,3500,45,38,5,7,2012,5,12,183
Reuters/Ipsos,NA,959,44,46,5,3,2012,5,7,187
Rasmussen Reports,NA,3500,44,41,4,30,2012,5,6,190
Resurgent Republic (R),NA,1000,40,45,4,30,2012,5,3,190
Politico/GWU/Battleground,NA,1000,45,43,4,29,2012,5,3,191
Democracy Corps (D),NA,1000,45,46,4,28,2012,5,1,192
Rasmussen Reports,NA,3500,43,40,4,23,2012,4,29,197
Rasmussen Reports,NA,3500,43,40,4,16,2012,4,22,204
Quinnipiac,NA,2577,39,40,4,11,2012,4,17,209
Reuters/Ipsos,NA,891,41,42,4,12,2012,4,15,208
Rasmussen Reports,NA,3500,46,36,4,9,2012,4,15,211
Rasmussen Reports,NA,3500,45,40,4,2,2012,4,8,218
Rasmussen Reports,NA,3500,45,39,3,26,2012,4,1,225
Rasmussen Reports,NA,3500,43,38,3,19,2012,3,25,232
McClatchy/Marist,NA,846,47,43,3,20,2012,3,22,231
Rasmussen Reports,NA,3500,44,40,3,12,2012,3,18,239
Bloomberg,NA,746,46,44,3,8,2012,3,11,243
Reuters/Ipsos,NA,937,43,47,3,8,2012,3,11,243
Rasmussen Reports,NA,3500,44,38,3,5,2012,3,11,246
Rasmussen Reports,NA,3500,44,41,2,27,2012,3,4,253
Rasmussen Reports,NA,3500,43,39,2,20,2012,2,26,260
Politico/GWU/Battleground,NA,1000,45,46,2,19,2012,2,22,261
Quinnipiac,NA,2605,40,38,2,14,2012,2,20,266
USA Today/Gallup,NA,898,47,47,2,16,2012,2,19,264
Rasmussen Reports,NA,3500,42,41,2,13,2012,2,19,267
Democracy Corps (D),NA,1000,45,47,2,11,2012,2,14,269
Rasmussen Reports,NA,3500,43,41,2,6,2012,2,12,274
Reuters/Ipsos,NA,881,44,46,2,2,2012,2,6,278
Rasmussen Reports,NA,3500,43,41,1,30,2012,2,5,281
Rasmussen Reports,NA,3500,40,41,1,23,2012,1,29,288
Rasmussen Reports,NA,3500,42,39,1,16,2012,1,22,295
Rasmussen Reports,NA,3500,44,38,1,9,2012,1,15,302
Democracy Corps (D),NA,1000,44,47,1,8,2012,1,11,303
Reuters/Ipsos,NA,896,44,48,1,5,2012,1,9,306
Rasmussen Reports,NA,4000,44,38,1,2,2012,1,8,309
Rasmussen Reports,NA,3000,43,38,12,26,2011,12,30,316
Rasmussen Reports,NA,3500,43,40,12,19,2011,12,22,323
PPP (D),NA,700,44,46,12,16,2011,12,18,326
Rasmussen Reports,NA,3500,43,40,12,12,2011,12,18,330
Reuters/Ipsos,NA,921,42,48,12,8,2011,12,12,334
Rasmussen Reports,NA,3500,42,39,12,5,2011,12,11,337
Rasmussen Reports,NA,3500,43,38,11,28,2011,12,4,344
Rasmussen Reports,NA,2000,43,38,11,21,2011,11,27,351
Quinnipiac,NA,2552,36,40,11,14,2011,11,20,358
Rasmussen Reports,NA,3500,41,40,11,14,2011,11,20,358
PPP (D),NA,800,45,45,11,10,2011,11,13,362
Rasmussen Reports,NA,3500,41,41,11,7,2011,11,13,365
Politico/GWU/Battleground,NA,1000,43,44,11,6,2011,11,9,366
Rasmussen Reports,NA,3500,44,37,10,31,2011,11,6,372
Reuters/Ipsos,NA,937,43,48,10,31,2011,11,3,372
Resurgent Republic (R),NA,1000,38,40,10,30,2011,11,2,373
Quinnipiac,NA,2294,34,42,10,25,2011,10,31,378
Rasmussen Reports,NA,3500,43,40,10,24,2011,10,30,379
Rasmussen Reports,NA,3500,44,36,10,17,2011,10,23,386
Democracy Corps (D),NA,1000,46,46,10,15,2011,10,18,388
Rasmussen Reports,NA,3500,42,39,10,10,2011,10,16,393
PPP (D),NA,700,42,45,10,7,2011,10,10,396
Reuters/Ipsos,NA,934,40,48,10,6,2011,10,10,397
Rasmussen Reports,NA,3500,43,38,10,3,2011,10,9,400
Quinnipiac,NA,2118,39,39,9,27,2011,10,3,406
Rasmussen Reports,NA,3500,44,38,9,26,2011,10,2,407
Rasmussen Reports,NA,3500,42,40,9,19,2011,9,25,414
Rasmussen Reports,NA,3500,42,39,9,12,2011,9,18,421
Rasmussen Reports,NA,3500,43,38,9,5,2011,9,11,428
Rasmussen Reports,NA,3500,44,37,8,29,2011,9,4,435
Politico/GWU/Battleground,NA,1000,40,41,8,28,2011,9,1,436
Rasmussen Reports,NA,3500,45,36,8,22,2011,8,28,442
Quinnipiac,NA,2730,38,38,8,16,2011,8,27,448
Pew Research,NA,1205,44,48,8,17,2011,8,21,447
Rasmussen Reports,NA,3500,44,38,8,15,2011,8,21,449
Rasmussen Reports,NA,3500,44,37,8,8,2011,8,14,456
Democracy Corps (D),NA,1000,47,46,8,6,2011,8,10,458
USA Today/Gallup,NA,1204,44,51,8,4,2011,8,7,460
Rasmussen Reports,NA,3500,41,39,8,1,2011,8,7,463
Rasmussen Reports,NA,3500,43,39,7,25,2011,7,31,470
Rasmussen Reports,NA,3500,44,38,7,18,2011,7,24,477
PPP (D),NA,928,44,46,7,15,2011,7,17,480
Rasmussen Reports,NA,3500,44,38,7,11,2011,7,17,484
Rasmussen Reports,NA,3500,44,38,7,4,2011,7,10,491
Rasmussen Reports,NA,3500,43,40,6,27,2011,7,2,498
Rasmussen Reports,NA,3500,44,37,6,20,2011,6,26,505
Democracy Corps (D),NA,1000,47,44,6,18,2011,6,21,507
Rasmussen Reports,NA,3500,43,37,6,13,2011,6,19,512
Rasmussen Reports,NA,4000,43,38,6,6,2011,6,12,519
Rasmussen Reports,NA,3500,43,37,5,30,2011,6,5,526
Rasmussen Reports,NA,3500,43,37,5,23,2011,5,29,533
Democracy Corps (D),NA,1000,45,46,5,21,2011,5,25,535
Rasmussen Reports,NA,3500,42,40,5,16,2011,5,22,540
Rasmussen Reports,NA,3500,44,37,5,9,2011,5,15,547
Politico/GWU/Battleground,NA,1000,42,42,5,8,2011,5,12,548
Rasmussen Reports,NA,3500,41,38,5,2,2011,5,7,554
CNN/Opinion Research,NA,964,46,50,4,29,2011,5,1,557
Rasmussen Reports,NA,3500,42,39,4,25,2011,5,1,561
Rasmussen Reports,NA,3500,42,40,4,18,2011,4,24,568
Rasmussen Reports,NA,3500,42,39,4,11,2011,4,17,575
Democracy Corps (D),NA,1000,47,45,4,10,2011,4,12,576
PPP (D),NA,532,41,46,4,7,2011,4,10,579
Rasmussen Reports,NA,3500,44,38,4,4,2011,4,10,582
Rasmussen Reports,NA,3500,44,39,3,28,2011,4,3,589
Quinnipiac,NA,2069,40,37,3,22,2011,3,28,595
Rasmussen Reports,NA,3500,43,39,3,21,2011,3,27,596
Rasmussen Reports,NA,3500,45,37,3,14,2011,3,20,603
Rasmussen Reports,NA,3500,46,37,3,7,2011,3,13,610
Rasmussen Reports,NA,3500,45,39,2,28,2011,3,6,617
Rasmussen Reports,NA,3500,45,39,2,21,2011,2,27,624
Rasmussen Reports,NA,3500,46,37,2,14,2011,2,20,631
Rasmussen Reports,NA,3500,45,39,2,7,2011,2,13,638
PPP (D),NA,600,41,45,2,11,2011,2,14,634
Democracy Corps (D),NA,1000,48,46,2,7,2011,2,9,638
Rasmussen Reports,NA,3500,45,38,1,31,2011,2,6,645
Rasmussen Reports,NA,3500,45,38,1,24,2011,1,30,652
Rasmussen Reports,NA,3500,44,39,1,17,2011,1,23,659
Rasmussen Reports,NA,3500,46,38,1,10,2011,1,16,666
Democracy Corps (D),NA,1000,47,44,1,9,2011,1,12,667
Rasmussen Reports,NA,3500,47,36,1,3,2011,1,9,673
Rasmussen Reports,NA,3000,45,35,12,27,2010,1,2,680
Rasmussen Reports,NA,3500,43,38,12,20,2010,12,26,687
Rasmussen Reports,NA,3500,45,38,12,13,2010,12,19,694
Rasmussen Reports,NA,3500,45,39,12,6,2010,12,12,701
Rasmussen Reports,NA,3500,45,40,11,29,2010,12,5,708
Rasmussen Reports,NA,2500,46,40,11,22,2010,11,28,715
Rasmussen Reports,NA,3500,44,39,11,15,2010,11,21,722
Rasmussen Reports,NA,3500,45,40,11,8,2010,11,14,729
Rasmussen Reports,NA,3500,49,39,11,1,2010,11,7,736
NBC News/Wall St. Jrnl*,NA,1011,36,48,11,1,2008,11,2,3
Gallup,NA,2472,41,53,10,31,2008,11,2,4
Diageo/Hotline,NA,887,39,44,10,31,2008,11,2,4
CBS News/NY Times,NA,1005,36,48,10,25,2008,10,29,10
GWU/Battleground,NA,1000,41,45,10,23,2008,10,29,12
Rasmussen Reports,NA,7000,40,47,10,20,2008,10,26,15
CBS News/NY Times,NA,1146,36,48,10,19,2008,10,22,16
GWU/Battleground,NA,1000,40,48,10,16,2008,10,22,19
NBC News/Wall St. Jrnl*,NA,1159,38,49,10,17,2008,10,20,18
GWU/Battleground,NA,1000,40,49,10,9,2008,10,15,26
LA Times/Bloomberg,NA,1030,39,45,10,10,2008,10,13,25
CBS News/NY Times,NA,699,34,48,10,10,2008,10,13,25
USA Today/Gallup,NA,LV,45,51,10,10,2008,10,12,25
FOX News,900,RV,36,44,10,8,2008,10,9,27
GWU/Battleground,800,LV,38,49,10,6,2008,10,9,29
NBC News/Wall St. Jrnl*,658,RV,36,49,10,4,2008,10,5,31
Democracy Corps (D),1000,LV,41,54,10,1,2008,10,5,34
Democracy Corps (D),1000,LV,43,51,9,28,2008,9,30,37
Associated Press/GfK*,808,LV,36,49,9,27,2008,9,30,38
Time,1133,LV,36,46,9,26,2008,9,29,39
GWU/Battleground,1000,LV,41,46,9,21,2008,9,25,44
NBC News/Wall St. Jrnl*,1085,RV,37,50,9,19,2008,9,22,46
LA Times/Bloomberg,838,LV,41,51,9,19,2008,9,22,46
CNN/Opinion Research,697,LV,42,56,9,19,2008,9,21,46
Rasmussen,7000,LV,38,45,9,15,2008,9,21,50
CBS News/NY Times,1004,RV,31,51,9,12,2008,9,16,53
Rasmussen,7000,LV,38,44,9,8,2008,9,14,57
Newsweek,1038,RV,41,49,9,10,2008,9,11,55
Battleground,1000,LV,40,48,9,7,2008,9,11,58
Democracy Corps (D),1000,LV,45,50,9,8,2008,9,10,57
Associated Press/GfK*,812,LV,41,46,9,5,2008,9,10,60
CNN/OpinionResearch,942,RV,46,49,9,5,2008,9,7,60
USA Today/Gallup,823,LV,50,45,9,5,2008,9,7,60
Rasmussen,7000,LV,37,45,9,1,2008,9,7,64
Democracy Corps (D),1000,LV,45,50,9,1,2008,9,3,64
Rasmussen,7000,LV,36,46,8,25,2008,8,31,71
USA Today/Gallup,765,LV,42,51,8,21,2008,8,23,75
FOX News,900,RV,38,45,8,19,2008,8,20,77
NBC News/Wall St. Jrnl*,1005,RV,36,47,8,15,2008,8,18,81
Battleground,1000,LV,40,47,8,10,2008,8,14,86
Rasmussen,7000,LV,37,45,8,4,2008,8,10,92
AP-Ipsos,833,RV,35,53,7,31,2008,8,4,96
Rasmussen,7000,LV,36,46,7,28,2008,8,3,99
NBC News/Wall St. Jrnl*,1003,RV,36,49,7,18,2008,7,21,109
Democracy Corps (D),1004,LV,42,50,7,21,2008,7,24,106
Rasmussen,7000,LV,34,47,7,14,2008,7,20,113
Rasmussen,7000,LV,36,46,7,7,2008,7,13,120
Pew Research,1574,RV,37,52,6,18,2008,6,29,139
Democracy Corps (D),2000,LV,42,50,6,22,2008,6,25,135
Rasmussen,7000,LV,34,47,6,16,2008,6,22,141
USA Today/Gallup,1310,LV,42,52,6,15,2008,6,19,142
ABC News/Wash Post,1125,A,38,53,6,12,2008,6,15,145
Rasmussen,7000,LV,34,48,6,9,2008,6,15,148
Rasmussen,7423,LV,34,47,6,2,2008,6,8,155
Rasmussen,800,LV,39,47,5,21,2008,5,22,167
Democracy Corps (D),1014,LV,42,52,5,13,2008,5,15,175
Battleground,1018,LV,40,49,5,11,2008,5,14,177
Rasmussen,800,LV,41,46,4,28,2008,4,29,190
CBS News/NY Times,956,RV,32,50,4,25,2008,4,29,193
NBC News/Wall St. Jrnl*,1006,RV,34,49,4,25,2008,4,28,193
Rasmussen,NA,NA,37,43,4,4,2008,4,6,214
Democracy Corps (D),NA,NA,40,53,3,25,2008,3,27,224
Rasmussen,NA,NA,40,44,3,12,2008,3,13,237
NBC News/Wall St. Jrnl*,NA,NA,35,49,3,7,2008,3,10,242
Rasmussen,NA,NA,38,43,1,14,2008,1,15,295
USA Today/Gallup,NA,NA,40,53,12,14,2007,12,16,326
Battleground,NA,NA,41,46,12,9,2007,12,12,331
Rasmussen,NA,NA,36,46,12,7,2007,12,9,333
NBC News/Wall St. Jrnl*,NA,NA,37,46,11,1,2007,11,5,369
Rasmussen,NA,NA,35,46,11,2,2007,11,4,368
CNN,NA,NA,42,53,11,2,2007,11,4,368
Rasmussen,NA,NA,36,48,10,4,2007,10,4,397
NBC News/Wall St. Jrnl*,NA,NA,35,47,9,10,2007,9,12,421
Rasmussen,NA,NA,32,50,9,4,2007,9,4,427
Battleground,NA,NA,40,48,7,15,2007,7,18,478
Rasmussen,NA,NA,37,46,7,16,2007,7,17,477
CNN,NA,NA,41,53,6,22,2007,6,24,501
GW/Battleground,NA,NA,47,44,10,31,2004,11,1,2
CNN/USA Today/Gallup,NA,NA,46,47,10,29,2004,10,31,4
NBC/WSJ,NA,NA,43,44,10,29,2004,10,31,4
Rasmussen,NA,NA,42,48,10,29,2004,10,31,4
Democracy Corps (D),NA,NA,46,48,10,29,2004,10,31,4
Newsweek,NA,NA,49,44,10,27,2004,10,29,6
Democracy Corps (D),NA,NA,45,48,10,26,2004,10,28,7
GW/Battleground,NA,NA,44,45,10,25,2004,10,28,8
Rasmussen,NA,NA,43,44,10,25,2004,10,27,8
Democracy Corps (D),NA,NA,42,51,10,24,2004,10,25,9
CNN/USA Today/Gallup,NA,NA,50,47,10,22,2004,10,24,11
Newsweek,NA,NA,47,46,10,21,2004,10,22,12
Democracy Corps (D),NA,NA,44,49,10,20,2004,10,21,13
GW/Battleground,NA,NA,43,46,10,18,2004,10,21,15
AP-Ipsos,NA,NA,46,47,10,18,2004,10,20,15
CBS News,NA,NA,39,45,10,14,2004,10,17,19
Rasmussen,NA,NA,42,44,10,14,2004,10,16,19
Newsweek,NA,NA,43,46,10,14,2004,10,15,19
GW/Battleground,NA,NA,40,44,10,11,2004,10,14,22
Rasmussen,NA,NA,42,44,10,7,2004,10,9,26
GW/Battleground,NA,NA,42,43,10,4,2004,10,7,29
AP-Ipsos,NA,NA,44,48,10,4,2004,10,6,29
Rasmussen,NA,NA,41,46,10,3,2004,10,5,30
Democracy Corps (D),NA,NA,45,49,10,3,2004,10,5,30
GW/Battleground,NA,NA,42,45,9,27,2004,9,30,36
Rasmussen,NA,NA,41,43,9,26,2004,9,28,37
GW/Battleground,NA,NA,43,44,9,20,2004,9,23,43
AP-Ipsos,NA,NA,49,46,9,20,2004,9,22,43
Democracy Corps (D),NA,NA,45,48,9,19,2004,9,21,44
NBC/WSJ,NA,NA,42,46,9,17,2004,9,19,46
CBS News,NA,NA,39,41,9,12,2004,9,16,51
GW/Battleground,NA,NA,41,45,9,12,2004,9,15,51
Democracy Corps (D),NA,NA,44,48,9,12,2004,9,14,51
AP-Ipsos,NA,NA,49,46,9,7,2004,9,9,56
Democracy Corps (D),NA,NA,45,46,9,6,2004,9,9,57
CNN/USA Today/Gallup,NA,NA,48,46,9,3,2004,9,5,60
Rasmussen,NA,NA,40,43,9,1,2004,9,3,62
Battleground,NA,NA,43,46,8,15,2004,8,17,79
Democracy Corps (D),NA,NA,41,51,8,2,2004,8,5,92
CNN/USA Today/Gallup,NA,NA,47,47,7,30,2004,8,1,95
Newsweek,NA,NA,41,51,7,29,2004,7,30,96
CBS News/NY Times,NA,NA,37,46,7,11,2004,7,15,114
Democracy Corps (D),NA,NA,42,49,7,10,2004,7,13,115
AP-Ipsos,NA,NA,43,47,7,5,2004,7,7,120
NBC/WSJ,NA,NA,42,44,6,25,2004,6,28,130
Rasmussen,NA,NA,36,43,6,28,2004,6,30,127
Battleground,NA,NA,41,49,6,20,2004,6,23,135
Gallup,NA,NA,43,48,6,9,2004,6,30,146
Democracy Corps (D),NA,NA,44,48,6,14,2004,6,17,141
AP-Ipsos,NA,NA,42,47,6,7,2004,6,9,148
LA Times,NA,NA,35,54,6,5,2004,6,8,150
Rasmussen,NA,NA,37,44,6,4,2004,6,6,151
Time,NA,NA,37,49,6,2,2004,6,4,153
CNN/Time,NA,NA,40,53,5,12,2004,5,13,174
Democracy Corps (D),NA,NA,44,46,5,10,2004,5,13,176
AP-Ipsos,NA,NA,41,50,5,3,2004,5,5,183
NBC/WSJ,NA,NA,41,44,5,1,2004,5,3,185
Rasmussen,NA,NA,36,43,4,26,2004,4,28,190
Democracy Corps (D),NA,NA,45,47,4,19,2004,4,22,197
Battleground,NA,NA,36,43,3,28,2004,3,31,219
Democracy Corps (D),NA,NA,45,47,3,16,2004,3,21,231
Newsweek,NA,NA,42,49,3,18,2004,3,19,229
CBS News/NY Times,NA,NA,38,42,3,10,2004,3,14,237
Rasmussen,NA,NA,37,42,3,7,2004,3,9,240
NBC/WSJ,NA,NA,41,45,3,6,2004,3,8,241
CNN/USA Today/Gallup,NA,NA,25,31,3,5,2004,3,7,242
AP-Ipsos,NA,NA,43,44,3,1,2004,3,4,246
AP-Ipsos,NA,NA,41,44,2,2,2004,2,4,274
Zogby,NA,NA,30,39,1,15,2004,1,18,292
AP-Ipsos,NA,NA,44,42,1,5,2004,1,7,302
Rasmussen,NA,NA,38,43,1,4,2004,1,6,303
CNN/USA Today/Gallup,NA,NA,50,45,1,2,2004,1,5,305
